LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
ID501411,501411,9,0.3984212279319763,399.8412,508.49370000000005,0.0,460.0,23,20.0,1,,23.009132420091323,24.0,1.0,45.0,15117.0,11.325017175825495,0.6561873937155217,1.6099403228072744
ID505132,505132,9,0.35025784373283386,385.35420000000005,507.045,0.0,740.0,37,20.0,1,,18.91324200913242,20.0,1.0,46.0,12426.0,11.202001590153149,0.6561672765017119,1.3378601383221758
ID498985,498985,9,0.3041682243347168,414.32820000000004,501.2502,0.0,280.0,14,20.0,1,,19.951293759512936,21.0,1.0,47.0,13108.0,13.082083808352435,0.3272075697233691,0.7519840411837109
ID505398,505398,9,0.3224714398384094,385.35420000000005,504.1476,0.0,760.0,38,20.0,1,,18.58295281582953,19.0,1.0,41.0,12209.0,9.98716623664183,0.6204169375866679,1.4248177364998496
ID501683,501683,9,0.3773546814918518,398.39250000000004,508.49370000000005,0.0,480.0,24,20.0,1,,22.022831050228312,22.0,1.0,48.0,14469.0,10.94711911750924,0.6449432344516723,1.5775163708628848
ID497337,497337,9,0.22661851346492767,424.4691,482.4171,0.0,160.0,8,20.0,1,,15.987823439878234,16.0,1.0,35.0,10504.0,7.739460042487893,0.38897812197404685,1.1570135546166067
ID499256,499256,9,0.2714789807796478,412.8795,505.59630000000004,0.0,300.0,15,20.0,1,,18.840182648401825,19.0,1.0,41.0,12378.0,12.360823931246319,0.2837222828431819,0.6737364593788006
ID505671,505671,9,0.33793404698371887,388.25160000000005,499.80150000000003,0.0,780.0,39,20.0,1,,19.940639269406393,19.0,1.0,44.0,13101.0,10.24491879792503,0.5916892344352132,1.447091327845379
ID495941,495941,9,0.1684063822031021,425.91780000000006,467.93010000000004,0.0,80.0,4,20.0,1,,14.368340943683409,15.0,1.0,29.0,9440.0,6.458929993742616,0.2683291779804663,0.9412651072808011
ID509761,509761,9,0.32172515988349915,346.2393,512.8398000000001,0.0,1100.0,55,20.0,1,,24.24200913242009,24.0,1.0,55.0,15927.0,11.605988292683913,0.35506813144797933,1.094629230186944
ID501952,501952,9,0.3783458173274994,398.39250000000004,509.9424,0.0,500.0,25,20.0,1,,22.902587519025875,23.0,2.0,43.0,15047.0,10.808601306227285,0.6505133838534704,1.6702529042963559
ID499528,499528,9,0.2988455891609192,409.9821,505.59630000000004,0.0,320.0,16,20.0,1,,18.73820395738204,19.0,1.0,43.0,12311.0,12.42765473680047,0.3530415968066067,0.7868347075072124
ID502216,502216,9,0.40116822719573975,395.49510000000004,509.9424,0.0,520.0,26,20.0,1,,22.652968036529682,22.0,2.0,47.0,14883.0,12.013894186519675,0.6577049260818361,1.496219022495723
ID505928,505928,9,0.3802627623081207,385.35420000000005,499.80150000000003,0.0,840.0,42,20.0,1,,21.72298325722983,21.0,1.0,45.0,14272.0,11.717299004662216,0.6249526314078883,1.4260289628503373
ID506198,506198,9,0.35617098212242126,388.25160000000005,501.2502,0.0,820.0,41,20.0,1,,21.24048706240487,23.0,1.0,43.0,13955.0,11.799132037382217,0.5957633317252288,1.3441560588744477
ID497621,497621,9,0.24669013917446136,423.02040000000005,485.3145,0.0,180.0,9,20.0,1,,16.704718417047186,17.0,2.0,37.0,10975.0,8.3553615192424,0.42265888669584456,1.187936244474327
ID502481,502481,9,0.36696070432662964,389.7003,512.8398000000001,0.0,560.0,28,20.0,1,,21.024353120243532,22.0,1.0,47.0,13813.0,11.683426500900548,0.6189502017941128,1.375956251468635
ID499792,499792,9,0.33390337228775024,407.08470000000005,507.045,0.0,340.0,17,20.0,1,,20.24048706240487,21.0,1.0,45.0,13298.0,12.55038643876787,0.4182687075511042,0.9512413266575395
ID495071,495071,9,0.17551659047603607,423.02040000000005,463.58400000000006,0.0,60.0,3,20.0,1,,14.493150684931507,16.0,2.0,26.0,9522.0,6.703909850502331,0.30537198770721413,1.0114852284990412
ID500061,500061,9,0.3604011535644531,407.08470000000005,507.045,0.0,360.0,18,20.0,1,,20.703196347031962,21.0,0.0,45.0,13602.0,13.400896589480038,0.4498641482461717,0.9587107859797683
ID502748,502748,9,0.38640934228897095,394.0464,511.39110000000005,0.0,540.0,27,20.0,1,,21.986301369863014,22.0,1.0,52.0,14445.0,11.952833927179995,0.6368688340340507,1.4313551458747056
ID509657,509657,9,0.3603496253490448,346.2393,509.9424,0.0,1060.0,53,20.0,1,,23.729071537290714,24.0,1.0,58.0,15590.0,13.893528868182962,0.41229504230197184,0.9971967433774289
ID506471,506471,9,0.32391616702079773,389.7003,502.69890000000004,0.0,800.0,40,20.0,1,,19.65144596651446,21.0,1.0,38.0,12911.0,11.103393043697194,0.5700702892597377,1.2852218651879004
ID500326,500326,9,0.4209516644477844,401.28990000000005,507.045,0.0,400.0,20,20.0,1,,22.12937595129376,21.0,1.0,49.0,14539.0,13.522564872760572,0.6216065031926734,1.2546140913891748
ID496227,496227,9,0.17770956456661224,423.02040000000005,463.58400000000006,0.0,40.0,2,20.0,1,,14.264840182648403,16.0,1.0,27.0,9372.0,6.383324049988646,0.331889719033576,1.113718790097001
ID508014,508014,9,0.4142500162124634,357.82890000000003,499.80150000000003,0.0,960.0,48,20.0,1,,24.503805175038053,26.0,2.0,55.0,16099.0,12.798523190760152,0.6205931032485059,1.466346562133772
ID509294,509294,9,0.35510194301605225,347.68800000000005,508.49370000000005,0.0,1040.0,52,20.0,1,,22.992389649923897,22.0,1.0,56.0,15106.0,13.760082885603342,0.4491526025171938,1.035792723782827
ID507245,507245,9,0.37318313121795654,378.1107,498.35280000000006,0.0,880.0,44,20.0,1,,21.165905631659058,22.0,1.0,45.0,13906.0,10.995212115306975,0.6631932597120561,1.535184675370119
ID507501,507501,9,0.40190255641937256,375.2133,496.9041,0.0,900.0,45,20.0,1,,23.004566210045663,24.0,1.0,47.0,15114.0,11.13381647782311,0.6958718330823884,1.6956500085633954
ID509037,509037,9,0.3485833406448364,344.79060000000004,508.49370000000005,0.0,1080.0,54,20.0,1,,25.077625570776256,24.0,0.0,55.0,16476.0,12.094082476106129,0.37303887941724884,1.126716738498734
ID503276,503276,9,0.41979607939720154,388.25160000000005,512.8398000000001,0.0,600.0,30,20.0,1,,22.45357686453577,23.0,1.0,51.0,14752.0,12.986674343715086,0.6369351658595999,1.3454926458655483
ID503018,503018,9,0.3738934099674225,389.7003,512.8398000000001,0.0,580.0,29,20.0,1,,21.318112633181126,22.0,1.0,47.0,14006.0,11.453811969276353,0.618120037770218,1.4219711505557866
ID507754,507754,9,0.41179317235946655,362.175,499.80150000000003,0.0,940.0,47,20.0,1,,23.15829528158295,25.0,1.0,49.0,15215.0,12.309248040940904,0.6540054573516662,1.4878169215185477
ID508778,508778,9,0.3778172731399536,352.0341,505.59630000000004,0.0,1020.0,51,20.0,1,,23.439878234398783,23.0,2.0,57.0,15400.0,12.57052514512321,0.5026260486030131,1.2474582075112923
ID510583,510583,9,0.35177549719810486,350.58540000000005,520.0833,0.0,1180.0,59,20.0,1,,25.614916286149164,27.0,1.0,57.0,16829.0,12.87922165101482,0.4266248280289174,1.1895143000165966
ID497908,497908,9,0.25147727131843567,423.02040000000005,486.76320000000004,0.0,200.0,10,20.0,1,,16.321156773211566,17.0,1.0,37.0,10723.0,9.482110556782985,0.4053438301648747,0.9929260229408498
ID510324,510324,9,0.3111138343811035,347.68800000000005,515.7372,0.0,1140.0,57,20.0,1,,24.625570776255707,26.0,1.0,50.0,16179.0,10.94121559961203,0.3514977317942607,1.170733190386786
ID500595,500595,9,0.3985460102558136,399.8412,508.49370000000005,0.0,420.0,21,20.0,1,,21.85083713850837,22.0,1.0,50.0,14356.0,12.826907101559344,0.6206433642719045,1.3047604607744026
ID510066,510066,9,0.29572826623916626,346.2393,515.7372,0.0,1120.0,56,20.0,1,,24.69558599695586,25.0,1.0,52.0,16225.0,10.03462885305601,0.3503072372514783,1.2769224778962018
ID506737,506737,9,0.3963719606399536,379.55940000000004,501.2502,0.0,860.0,43,20.0,1,,22.181126331811264,24.0,1.0,48.0,14573.0,11.676759670917692,0.6885462844267644,1.5492140209285747
ID508273,508273,9,0.392782598733902,356.3802,502.69890000000004,0.0,980.0,49,20.0,1,,23.015220700152206,23.0,1.0,49.0,15121.0,12.790517149542545,0.6034253399402157,1.3543528818141846
ID508528,508528,9,0.4002707302570343,353.4828,504.1476,0.0,1000.0,50,20.0,1,,23.26179604261796,22.0,1.0,56.0,15283.0,13.509762226917632,0.5551736788806431,1.2293498830760576
ID503806,503806,9,0.39402931928634644,385.35420000000005,512.8398000000001,0.0,640.0,32,20.0,1,,21.84170471841705,23.0,1.0,50.0,14350.0,11.94904943731336,0.6349036763534778,1.419707382332425
ID495357,495357,9,0.16970713436603546,427.36650000000003,475.1736,0.0,100.0,5,20.0,1,,14.287671232876713,14.0,1.0,26.0,9387.0,6.042107094023561,0.3469587708510342,1.218222434989743
ID504059,504059,9,0.368501752614975,383.9055,511.39110000000005,0.0,680.0,34,20.0,1,,20.14916286149163,21.0,1.0,44.0,13238.0,10.791212976276153,0.6793339822245406,1.510647034558409
ID503545,503545,9,0.3942307233810425,386.8029,512.8398000000001,0.0,620.0,31,20.0,1,,21.385083713850836,22.0,1.0,52.0,14050.0,13.770305063994815,0.5968209242570917,1.1608743483635642
ID496504,496504,9,0.17122909426689148,424.4691,478.071,0.0,140.0,7,20.0,1,,14.092846270928463,14.0,2.0,28.0,9259.0,6.370585077836529,0.31668101721212955,1.064120591420871
ID502534,502534,12,0.36037012934684753,786.6441000000001,699.7221000000001,0.0,560.0,28,20.0,1,,18.873668188736684,19.0,2.0,48.0,12400.0,12.3756321875762,0.5930098956497898,1.1354352812240898
ID506246,506246,12,0.25625303387641907,785.1954000000001,693.9273000000001,0.0,820.0,41,20.0,1,,15.079147640791476,13.0,2.0,38.0,9907.0,10.043494157021877,0.534688446363197,1.0461706554521355
ID496003,496003,12,0.19665516912937164,819.9642,675.0942,0.0,80.0,4,20.0,1,,10.544901065449011,6.0,1.0,37.0,6928.0,8.95848533400185,0.4431954259472867,0.722949636801727
ID502797,502797,12,0.352411150932312,788.0928,702.6195,0.0,540.0,27,20.0,1,,18.7427701674277,19.0,2.0,42.0,12314.0,11.749255824792707,0.5850181053905197,1.1775747772118108
ID499848,499848,12,0.324108749628067,795.3363,699.7221000000001,0.0,340.0,17,20.0,1,,17.01978691019787,17.0,1.0,45.0,11182.0,12.185978971387916,0.5552683855072569,0.9972896066896657
ID500119,500119,12,0.32278215885162354,793.8876,702.6195,0.0,360.0,18,20.0,1,,17.633181126331813,17.0,1.0,46.0,11585.0,11.917564707356675,0.5248288507777557,1.018520433092779
ID497683,497683,12,0.19896747171878815,811.272,679.4403000000001,0.0,180.0,9,20.0,1,,11.351598173515981,8.0,2.0,34.0,7458.0,8.428119747158062,0.40959446849830206,0.7827376134523693
ID507551,507551,12,0.2991638481616974,776.5032000000001,701.1708000000001,0.0,900.0,45,20.0,1,,14.033485540334855,8.0,1.0,51.0,9220.0,12.490317183754048,0.5049465900191441,0.7539567547549038
ID509343,509343,12,0.4152754545211792,773.6058,718.5552,0.0,1040.0,52,20.0,1,,21.217656012176562,17.0,2.0,60.0,13940.0,15.477849790312984,0.5713039314056109,0.9968361698166142
ID496285,496285,12,0.2456575334072113,825.759,672.1968,0.0,40.0,2,20.0,1,,11.95890410958904,7.0,1.0,42.0,7857.0,10.5910606008488,0.45255313965165817,0.7035897095942379
ID503324,503324,12,0.3735629916191101,782.298,698.2734,0.0,600.0,30,20.0,1,,19.59360730593607,20.0,3.0,45.0,12873.0,12.432776137524566,0.590157403718767,1.1697795524557544
ID507292,507292,12,0.2606360912322998,777.9519,699.7221000000001,0.0,880.0,44,20.0,1,,13.841704718417047,10.0,2.0,40.0,9094.0,10.028278407643674,0.4955450365568324,0.9146961018159409
ID507804,507804,12,0.35541483759880066,776.5032000000001,705.5169000000001,0.0,940.0,47,20.0,1,,16.590563165905632,11.0,2.0,49.0,10900.0,13.322847460995186,0.5560287994972696,0.8899666329762357
ID500378,500378,12,0.35675734281539917,795.3363,701.1708000000001,0.0,400.0,20,20.0,1,,18.525114155251142,18.0,1.0,48.0,12171.0,12.634027538925446,0.5869338378757887,1.0846244665465108
ID503066,503066,12,0.3602867126464844,783.7467,696.8247,0.0,580.0,29,20.0,1,,19.421613394216134,20.0,2.0,52.0,12760.0,12.682101193637997,0.5811454149779667,1.1257373850789336
ID508826,508826,12,0.44463691115379333,772.1571,712.7604,0.0,1020.0,51,20.0,1,,20.006088280060883,13.0,1.0,69.0,13144.0,17.60309249295031,0.5942748232023429,0.8472807692978779
ID506520,506520,12,0.2645186185836792,783.7467,693.9273000000001,0.0,800.0,40,20.0,1,,14.593607305936073,11.0,2.0,40.0,9588.0,10.386325228592312,0.5311337861192238,0.9748134717603003
ID510118,510118,12,0.4374358355998993,769.2597000000001,735.9396,0.0,1120.0,56,20.0,1,,23.458143074581432,24.0,1.0,56.0,15412.0,15.744486982022003,0.5116134445560497,1.0085474020245966
ID509860,509860,12,0.47790849208831787,770.7084000000001,733.0422000000001,0.0,1100.0,55,20.0,1,,24.876712328767123,23.0,2.0,60.0,16344.0,16.85144081280364,0.585576852830229,1.0903917188184649
ID508067,508067,12,0.3700152039527893,775.0545000000001,706.9656,0.0,960.0,48,20.0,1,,17.56316590563166,12.0,3.0,55.0,11539.0,13.573738802692276,0.5612834099158001,0.9303230309319287
ID508323,508323,12,0.40541380643844604,773.6058,709.863,0.0,980.0,49,20.0,1,,19.136986301369863,15.0,2.0,54.0,12573.0,14.643407283804722,0.5988447714140485,0.9789699494993666
ID495137,495137,12,0.22599130868911743,822.8616000000001,673.6455000000001,0.0,60.0,3,20.0,1,,11.421613394216134,6.0,1.0,41.0,7504.0,9.844849239035236,0.43647985551441687,0.7050388462828681
ID506785,506785,12,0.24851782619953156,777.9519,698.2734,0.0,860.0,43,20.0,1,,12.756468797564688,9.0,1.0,44.0,8381.0,10.038571572635151,0.4894658218952953,0.8351805590376465
ID508577,508577,12,0.42498043179512024,775.0545000000001,711.3117000000001,0.0,1000.0,50,20.0,1,,19.24048706240487,13.0,1.0,63.0,12641.0,16.330429616814303,0.5846986444390797,0.8694284508602595
ID509089,509089,12,0.42168018221855164,772.1571,730.1448,0.0,1080.0,54,20.0,1,,21.485540334855404,18.0,2.0,55.0,14116.0,15.276821307389149,0.5761631764262334,1.0282236728690113
ID504110,504110,12,0.4401947855949402,779.4006,698.2734,0.0,680.0,34,20.0,1,,20.007610350076103,15.0,1.0,66.0,13145.0,16.362460845518054,0.5837078761501371,0.9013574923631705
ID497965,497965,12,0.21612553298473358,806.9259000000001,682.3377,0.0,200.0,10,20.0,1,,13.295281582952816,10.0,1.0,39.0,8735.0,8.766336263405039,0.40101751059124346,0.8682187952629493
ID503853,503853,12,0.44377246499061584,780.8493000000001,696.8247,0.0,640.0,32,20.0,1,,20.636225266362253,17.0,1.0,61.0,13558.0,15.88564593289412,0.6125907142505393,0.9869647272367078
ID510637,510637,12,0.34903091192245483,767.811,740.2857,0.0,1180.0,59,20.0,1,,20.687975646879757,19.0,1.0,51.0,13592.0,14.569170329739688,0.45053011229494627,0.8820846116933155
ID500652,500652,12,0.3741847574710846,795.3363,701.1708000000001,0.0,420.0,21,20.0,1,,19.726027397260275,20.0,3.0,52.0,12960.0,12.991125308680287,0.5710919963316693,1.103893848675719
ID510379,510379,12,0.44235166907310486,769.2597000000001,737.3883000000001,0.0,1140.0,57,20.0,1,,24.385083713850836,26.0,0.0,55.0,16021.0,16.10415668487771,0.5135279578051706,1.0275191017824894
ID503592,503592,12,0.4156631827354431,782.298,696.8247,0.0,620.0,31,20.0,1,,19.93607305936073,18.0,1.0,52.0,13098.0,14.47428939388973,0.615668512073815,1.0497044592046914
ID496567,496567,12,0.20518477261066437,815.6181,677.9916000000001,0.0,140.0,7,20.0,1,,11.214611872146119,7.0,2.0,36.0,7368.0,8.652923139069921,0.44146496554939574,0.7938593234308059
ID510900,510900,12,0.3881211280822754,769.2597000000001,738.8370000000001,0.0,1160.0,58,20.0,1,,21.800608828006087,21.0,2.0,55.0,14323.0,15.202639360690055,0.5114893158797994,0.9705347940312797
ID498235,498235,12,0.21716062724590302,804.0285,685.2351000000001,0.0,220.0,11,20.0,1,,13.23896499238965,12.0,2.0,36.0,8698.0,8.569433279511813,0.42568097836647145,0.9225582916883284
ID495416,495416,12,0.20343630015850067,818.5155000000001,676.5429,0.0,100.0,5,20.0,1,,11.67123287671233,7.0,1.0,39.0,7668.0,9.277150850257305,0.4205097407402998,0.7448416543452843
ID504376,504376,12,0.44379326701164246,780.8493000000001,698.2734,0.0,660.0,33,20.0,1,,20.041095890410958,15.0,1.0,62.0,13167.0,15.9458826788281,0.6297444792908757,0.9712873835755208
ID504645,504645,12,0.413798451423645,777.9519,699.7221000000001,0.0,700.0,35,20.0,1,,19.375951293759513,15.0,1.0,60.0,12730.0,15.628311357919102,0.5760695254935284,0.906317789266768
ID509762,509762,12,0.3803650438785553,772.1571,721.4526000000001,0.0,1060.0,53,20.0,1,,20.1765601217656,17.0,1.0,51.0,13256.0,14.114812267413342,0.5489106807356016,1.0131583362690397
ID498496,498496,12,0.23325759172439575,802.5798000000001,688.1325,0.0,240.0,12,20.0,1,,13.76103500761035,13.0,1.0,39.0,9041.0,9.061231618236075,0.46765888440893,0.9678274263896677
ID500928,500928,12,0.4063377380371094,795.3363,702.6195,0.0,440.0,22,20.0,1,,19.975646879756468,18.0,2.0,55.0,13124.0,13.9390884389641,0.6115603131758712,1.0876501019255902
ID496843,496843,12,0.1933644562959671,827.2077,669.2994,0.0,0.0,0,20.0,1,,10.680365296803654,6.0,1.0,38.0,7017.0,9.318621266334365,0.3287950718723923,0.5671941359731972
ID498763,498763,12,0.2526811957359314,798.2337,692.4786,0.0,260.0,13,20.0,1,,14.450532724505328,14.0,1.0,40.0,9494.0,9.717710942694893,0.47769664147978674,0.9614280274825598
ID504904,504904,12,0.38976678252220154,779.4006,699.7221000000001,0.0,720.0,36,20.0,1,,18.751902587519027,14.0,1.0,57.0,12320.0,14.858097084287245,0.5572713609772776,0.9032637263308905
ID501204,501204,12,0.3385177552700043,793.8876,702.6195,0.0,380.0,19,20.0,1,,17.614916286149164,17.0,1.0,51.0,11573.0,12.727776771906443,0.5553576956952682,0.9883267302582248
ID499039,499039,12,0.28781619668006897,796.7850000000001,696.8247,0.0,280.0,14,20.0,1,,15.646879756468797,16.0,1.0,41.0,10280.0,10.735602674834878,0.541336556843785,1.0237671456724484
ID505180,505180,12,0.36780887842178345,780.8493000000001,696.8247,0.0,740.0,37,20.0,1,,17.91780821917808,13.0,1.0,56.0,11772.0,14.315242262792228,0.5548314807767244,0.893293032951262
ID497113,497113,12,0.21503248810768127,825.759,669.2994,0.0,20.0,1,20.0,1,,10.58751902587519,6.0,2.0,45.0,6956.0,9.89450587077737,0.41020444755943913,0.6225129260448324
ID501464,501464,12,0.3960411846637726,795.3363,702.6195,0.0,460.0,23,20.0,1,,19.5662100456621,19.0,1.0,50.0,12855.0,13.647308871177705,0.6114103802871705,1.0879685393565814
ID495714,495714,12,0.21871601045131683,817.0668000000001,677.9916000000001,0.0,120.0,6,20.0,1,,12.569254185692541,8.0,1.0,35.0,8258.0,9.550499518808788,0.4417935817805568,0.8065470962969133
ID501737,501737,12,0.38084930181503296,795.3363,704.0682,0.0,480.0,24,20.0,1,,18.549467275494674,16.0,1.0,54.0,12187.0,13.808392768306543,0.5880922929735792,0.9949197575862124
ID507113,507113,12,0.3390868008136749,776.5032000000001,704.0682,0.0,920.0,46,20.0,1,,15.512937595129376,9.0,2.0,52.0,10192.0,13.264668596434433,0.5390302916233092,0.8192069741283805
ID505448,505448,12,0.3600645363330841,779.4006,698.2734,0.0,760.0,38,20.0,1,,17.818873668188736,13.0,1.0,58.0,11707.0,13.905355498307866,0.5317309862793052,0.8896877674290579
ID497397,497397,12,0.2367938756942749,814.1694000000001,677.9916000000001,0.0,160.0,8,20.0,1,,12.487062404870624,8.0,1.0,37.0,8204.0,9.493751156524715,0.47182064698419524,0.8432852119142428
ID502003,502003,12,0.35754674673080444,793.8876,702.6195,0.0,500.0,25,20.0,1,,18.78843226788432,20.0,2.0,46.0,12344.0,11.896248133009339,0.6068534668977457,1.192938591537613
ID499312,499312,12,0.2977484166622162,795.3363,701.1708000000001,0.0,300.0,15,20.0,1,,16.828006088280063,15.0,1.0,46.0,11056.0,11.176901041988447,0.48224752939193627,0.9796941766464988
ID502270,502270,12,0.38219207525253296,792.4389000000001,704.0682,0.0,520.0,26,20.0,1,,19.6468797564688,21.0,2.0,48.0,12908.0,12.441575420269865,0.6314866197381553,1.2224436327934174
ID499581,499581,12,0.29066726565361023,795.3363,701.1708000000001,0.0,320.0,16,20.0,1,,15.745814307458144,14.0,1.0,45.0,10345.0,10.550008018531335,0.5181990784421826,1.0188499869447767
ID505980,505980,12,0.2432323694229126,780.8493000000001,696.8247,0.0,840.0,42,20.0,1,,12.904109589041095,9.0,2.0,39.0,8478.0,9.589355037579564,0.5224688086107652,0.923592939748402
ID505721,505721,12,0.3025757074356079,782.298,696.8247,0.0,780.0,39,20.0,1,,16.28614916286149,14.0,2.0,47.0,10700.0,11.51127522267218,0.5122685235678129,0.9585035479580892
ID504839,504839,13,0.5232447981834412,470.82750000000004,449.09700000000004,0.0,720.0,36,20.0,1,,28.535768645357688,34.0,2.0,60.0,18748.0,18.09179715068451,0.6101225157897022,1.1953524897325325
ID498693,498693,13,0.4059610962867737,476.62230000000005,456.3405,0.0,260.0,13,20.0,1,,23.89193302891933,25.0,1.0,53.0,15697.0,14.027158286013387,0.5397630392699853,1.1941553775014626
ID498436,498436,13,0.34896519780158997,475.1736,454.89180000000005,0.0,240.0,12,20.0,1,,20.441400304414003,22.0,1.0,49.0,13430.0,14.27954756019823,0.46723448695565506,0.911720155693885
ID504579,504579,13,0.5121674537658691,473.72490000000005,443.3022,0.0,700.0,35,20.0,1,,27.791476407914764,30.0,1.0,64.0,18259.0,17.717482765063192,0.643664826144344,1.2285309768064636
ID496782,496782,13,0.4796312153339386,465.03270000000003,433.16130000000004,0.0,0.0,0,20.0,1,,23.84779299847793,24.0,2.0,59.0,15668.0,15.836857832469972,0.6651922149164485,1.2030729353540393
ID501133,501133,13,0.5229783654212952,480.96840000000003,460.68660000000006,0.0,380.0,19,20.0,1,,29.91780821917808,34.0,1.0,65.0,19656.0,18.685358558429275,0.5309638533749039,1.1106017488375088
ID501398,501398,13,0.5994423031806946,470.82750000000004,456.3405,0.0,460.0,23,20.0,1,,30.9558599695586,35.0,1.0,75.0,20338.0,18.125145917794335,0.681509798930768,1.3844078705485914
ID498975,498975,13,0.47374427318573,478.071,457.78920000000005,0.0,280.0,14,20.0,1,,25.054794520547944,25.0,1.0,60.0,16461.0,16.28893213371579,0.5547351931427262,1.0976339129965873
ID495643,495643,13,0.31666451692581177,467.93010000000004,443.3022,0.0,120.0,6,20.0,1,,17.925418569254187,19.0,1.0,39.0,11777.0,10.479316555596466,0.5942084787556637,1.2751464655466542
ID505115,505115,13,0.498556524515152,473.72490000000005,449.09700000000004,0.0,740.0,37,20.0,1,,26.605783866057838,29.0,1.0,65.0,17480.0,16.893988775295192,0.6182929911033751,1.2034028157817909
ID497048,497048,13,0.335910826921463,463.58400000000006,436.05870000000004,0.0,20.0,1,20.0,1,,17.161339421613395,16.0,1.0,46.0,11275.0,11.475643481965013,0.6259899995618458,1.1514727224480574
ID505381,505381,13,0.5145663022994995,473.72490000000005,446.19960000000003,0.0,760.0,38,20.0,1,,26.605783866057838,29.0,1.0,68.0,17480.0,17.04633651102539,0.6467319106866344,1.2259602402731318
ID501666,501666,13,0.5215246677398682,469.3788,451.99440000000004,0.0,480.0,24,20.0,1,,26.838660578386605,30.0,1.0,61.0,17633.0,16.710907148189477,0.6598236707378052,1.276899583312976
ID499246,499246,13,0.4615672528743744,482.4171,459.2379,0.0,300.0,15,20.0,1,,25.08523592085236,26.0,1.0,58.0,16481.0,15.860828934660429,0.5197754349620859,1.0818290380215123
ID505654,505654,13,0.5366443991661072,473.72490000000005,444.75090000000006,0.0,780.0,39,20.0,1,,26.59360730593607,26.0,1.0,71.0,17472.0,18.03994944960591,0.6272446703112639,1.1364649678489018
ID509750,509750,13,0.6882889270782471,482.4171,486.76320000000004,0.0,1100.0,55,20.0,1,,34.949771689497716,34.0,1.0,87.0,22962.0,20.34966225171244,0.7126554336719388,1.4293110037659726
ID497328,497328,13,0.3211861252784729,470.82750000000004,447.6483,0.0,160.0,8,20.0,1,,18.560121765601217,19.0,1.0,51.0,12194.0,12.255404183153967,0.5430410017708962,1.0659536804285685
ID501936,501936,13,0.5234079360961914,469.3788,453.4431,0.0,500.0,25,20.0,1,,26.596651445966515,29.0,2.0,60.0,17474.0,16.591675873228983,0.6716072383061511,1.2880948018307254
ID495935,495935,13,0.34046226739883423,462.13530000000003,438.95610000000005,0.0,80.0,4,20.0,1,,17.709284627092845,17.0,1.0,44.0,11635.0,11.198287200517152,0.6063884735290818,1.1939324892640444
ID505918,505918,13,0.5128841996192932,475.1736,459.2379,0.0,840.0,42,20.0,1,,30.01978691019787,33.0,1.0,64.0,19723.0,15.799561141740549,0.6452468023632482,1.4903469479488578
ID502201,502201,13,0.48018425703048706,467.93010000000004,453.4431,0.0,520.0,26,20.0,1,,24.09284627092846,23.0,1.0,56.0,15829.0,16.515944641608773,0.6028646606946626,1.0973310282336395
ID499783,499783,13,0.5393929481506348,479.51970000000006,462.13530000000003,0.0,340.0,17,20.0,1,,29.45205479452055,30.0,1.0,62.0,19350.0,16.972302568019696,0.5753624380359934,1.2675521896983601
ID499521,499521,13,0.47790881991386414,480.96840000000003,462.13530000000003,0.0,320.0,16,20.0,1,,26.141552511415526,26.0,1.0,61.0,17175.0,15.85057106459698,0.5547830675103684,1.176982087880099
ID502465,502465,13,0.3902376890182495,465.03270000000003,449.09700000000004,0.0,560.0,28,20.0,1,,23.7869101978691,28.0,1.0,51.0,15628.0,13.706203388346326,0.4989578553901034,1.1553812052118146
ID502733,502733,13,0.4308556318283081,465.03270000000003,450.5457,0.0,540.0,27,20.0,1,,25.025875190258752,28.0,1.0,50.0,16442.0,14.172422557954874,0.5595490689897616,1.2671099788315237
ID497611,497611,13,0.3603340685367584,469.3788,447.6483,0.0,180.0,9,20.0,1,,19.301369863013697,21.0,1.0,43.0,12681.0,12.725426388893668,0.5823877114613725,1.116464932317955
ID509642,509642,13,0.6506747603416443,476.62230000000005,479.51970000000006,0.0,1060.0,53,20.0,1,,37.140030441400306,39.0,1.0,85.0,24401.0,20.442405605757152,0.6134156844201352,1.3814935186302195
ID506185,506185,13,0.4940609335899353,475.1736,454.89180000000005,0.0,820.0,41,20.0,1,,28.159817351598175,30.0,1.0,65.0,18501.0,16.73694518461866,0.6357371844426525,1.3078192431655478
ID495063,495063,13,0.3386891186237335,462.13530000000003,437.5074,0.0,60.0,3,20.0,1,,17.71993911719939,18.0,1.0,45.0,11642.0,11.451546173001507,0.579687844684345,1.1356670097085528
ID500050,500050,13,0.5201313495635986,480.96840000000003,459.2379,0.0,360.0,18,20.0,1,,29.32420091324201,33.0,1.0,60.0,19266.0,16.884558955030904,0.5672318562767336,1.2571694641348907
ID503260,503260,13,0.3824946880340576,454.89180000000005,450.5457,0.0,600.0,30,20.0,1,,25.72298325722983,29.0,1.0,56.0,16900.0,13.55215664103669,0.45151761789149275,1.1808515590491273
