LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
ID510371,510371,0,1.1511986255645752,673.6455000000001,705.5169000000001,0.0,1140.0,57,20.0,1,,56.593607305936075,57.0,1.0,136.0,37182.0,37.81635851409131,0.6993974551053982,1.2318185793289391
ID510113,510113,0,1.0895429849624634,670.7481,705.5169000000001,0.0,1120.0,56,20.0,1,,53.95890410958904,56.0,1.0,139.0,35451.0,38.366610277206505,0.6669147824352172,1.1253733634659244
ID506784,506784,0,0.9613591432571411,683.7864000000001,679.4403000000001,0.0,860.0,43,20.0,1,,48.009132420091326,48.0,1.0,115.0,31542.0,29.972699600633586,0.6624497905625822,1.2765341042422842
ID504366,504366,0,0.3634468615055084,705.5169000000001,659.1585,0.0,660.0,33,20.0,1,,30.37290715372907,33.0,2.0,64.0,19955.0,16.764129358586665,0.2466955998722889,0.7170283571669067
ID498475,498475,0,0.5050592422485352,769.2597000000001,611.3514,0.0,240.0,12,20.0,1,,27.159817351598175,28.0,1.0,60.0,17844.0,15.193077450128829,0.6009698586327773,1.342086859191469
ID510632,510632,0,1.1407591104507446,673.6455000000001,706.9656,0.0,1180.0,59,20.0,1,,57.0365296803653,62.0,1.0,141.0,37473.0,38.53615508732208,0.6776255718400964,1.1956648371983325
ID498740,498740,0,0.5566999316215515,767.811,611.3514,0.0,260.0,13,20.0,1,,29.135464231354643,31.0,1.0,70.0,19142.0,17.246462330925354,0.609160962117188,1.279041069167846
ID510896,510896,0,1.092519760131836,672.1968,705.5169000000001,0.0,1160.0,58,20.0,1,,54.082191780821915,56.0,1.0,143.0,35532.0,37.00056776187315,0.6697017537405259,1.1725150455061697
ID496827,496827,0,0.7605576515197754,766.3623,609.9027000000001,0.0,0.0,0,20.0,1,,38.464231354642315,42.0,1.0,94.0,25271.0,26.49365459685795,0.6527816350863076,1.1468262711233406
ID504635,504635,0,0.46096399426460266,701.1708000000001,663.5046000000001,0.0,700.0,35,20.0,1,,34.211567732115675,38.0,2.0,71.0,22477.0,19.331731469098862,0.30445556698854154,0.8260890144759608
ID509753,509753,0,0.9365198612213135,673.6455000000001,698.2734,0.0,1060.0,53,20.0,1,,49.757990867579906,48.0,1.0,112.0,32691.0,30.057630634696842,0.6789200229582651,1.3388338898075347
ID501176,501176,0,0.7765606641769409,762.0162,614.2488000000001,0.0,380.0,19,20.0,1,,35.12633181126332,31.0,2.0,88.0,23078.0,25.444479085739047,0.7001170874980982,1.1370016004820123
ID497094,497094,0,0.7470797896385193,766.3623,609.9027000000001,0.0,20.0,1,20.0,1,,36.54033485540335,38.0,1.0,97.0,24007.0,24.88771066130575,0.6914213541724893,1.2003518013907892
ID499012,499012,0,0.5596460103988647,767.811,608.4540000000001,0.0,280.0,14,20.0,1,,30.403348554033485,31.0,1.0,65.0,19975.0,16.4779098541149,0.6252585714113734,1.419666977153601
ID504897,504897,0,0.6416170597076416,696.8247,667.8507000000001,0.0,720.0,36,20.0,1,,39.9117199391172,42.0,2.0,89.0,26222.0,23.83361020153093,0.37983509485515204,0.9219524212736895
ID501440,501440,0,0.6625427007675171,748.9779000000001,620.0436000000001,0.0,460.0,23,20.0,1,,34.7427701674277,36.0,1.0,82.0,22826.0,21.739713300493296,0.56722584837967,1.1568180439544544
ID495692,495692,0,0.6792844533920288,762.0162,612.8001,0.0,120.0,6,20.0,1,,31.701674277016743,32.0,1.0,79.0,20828.0,22.569524298721333,0.706678421654574,1.163214808685578
ID499284,499284,0,0.4886859357357025,767.811,607.0053,0.0,300.0,15,20.0,1,,28.251141552511417,28.0,2.0,62.0,18561.0,14.00128269623874,0.6061507399089092,1.5229740727848853
ID501714,501714,0,0.642799973487854,746.0805,620.0436000000001,0.0,480.0,24,20.0,1,,33.77321156773212,34.0,2.0,72.0,22189.0,22.164614477687174,0.5447920698587051,1.0747387812851898
ID501981,501981,0,0.5693914890289307,741.7344,621.4923,0.0,500.0,25,20.0,1,,31.04718417047184,30.0,2.0,63.0,20398.0,20.771974013236633,0.5002803263302066,0.9968170394717947
ID507099,507099,0,0.9713059067726135,686.6838,677.9916000000001,0.0,920.0,46,20.0,1,,46.441400304414,46.0,1.0,125.0,30512.0,33.50937241279777,0.6672471253841987,1.109317187307179
ID505176,505176,0,0.6035840511322021,695.3760000000001,673.6455000000001,0.0,740.0,37,20.0,1,,40.659056316590565,43.0,2.0,91.0,26713.0,20.626602990734384,0.37945703343735837,1.08446117880825
ID502247,502247,0,0.5713632106781006,734.4909,622.941,0.0,520.0,26,20.0,1,,36.16438356164384,40.0,2.0,75.0,23760.0,19.09301073178024,0.4875717297549276,1.2416444338429868
ID499557,499557,0,0.5308337807655334,763.4649000000001,609.9027000000001,0.0,320.0,16,20.0,1,,30.829528158295282,35.0,1.0,60.0,20255.0,13.752655350795274,0.6701717662519312,1.7990171513126825
ID505445,505445,0,0.6638965010643005,692.4786,676.5429,0.0,760.0,38,20.0,1,,41.2572298325723,41.0,3.0,91.0,27106.0,22.031142320556608,0.4185057767832719,1.1050028353643913
ID497376,497376,0,0.6597557067871094,766.3623,614.2488000000001,0.0,160.0,8,20.0,1,,28.93759512937595,27.0,1.0,78.0,19012.0,23.407981538261396,0.6853757666582029,1.0054499690449388
ID495983,495983,0,0.7105200290679932,763.4649000000001,611.3514,0.0,80.0,4,20.0,1,,35.84627092846271,39.0,1.0,82.0,23551.0,23.70504324504927,0.6507047444338686,1.1921963843171768
ID499822,499822,0,0.6850242018699646,763.4649000000001,612.8001,0.0,340.0,17,20.0,1,,34.10350076103501,34.0,1.0,76.0,22406.0,21.066711761290776,0.6931488974828519,1.3254507315870823
ID505975,505975,0,0.8917034864425659,685.2351000000001,679.4403000000001,0.0,840.0,42,20.0,1,,46.470319634703195,45.0,1.0,106.0,30531.0,26.431967181322438,0.6708915897197913,1.4118229700505533
ID505718,505718,0,0.6848023533821106,691.0299,677.9916000000001,0.0,780.0,39,20.0,1,,42.08675799086758,41.0,1.0,90.0,27651.0,22.06883821395224,0.44181800732149634,1.1687697555198828
ID502514,502514,0,0.5384571552276611,730.1448,627.2871,0.0,560.0,28,20.0,1,,31.17808219178082,33.0,1.0,73.0,20484.0,19.735915183889308,0.473127483303745,1.0147521205383936
ID500094,500094,0,0.7891084551811218,763.4649000000001,614.2488000000001,0.0,360.0,18,20.0,1,,36.5220700152207,35.0,2.0,89.0,23995.0,25.670161868259644,0.7143584418097256,1.1856904560941737
ID497661,497661,0,0.5995869040489197,766.3623,615.6975,0.0,180.0,9,20.0,1,,27.940639269406393,27.0,1.0,67.0,18357.0,20.3886283514641,0.6546996641549804,1.084429351664587
ID502776,502776,0,0.5586574077606201,735.9396,624.3897000000001,0.0,540.0,27,20.0,1,,31.832572298325722,35.0,2.0,74.0,20914.0,20.735102753749736,0.47986762094257174,0.995621156903597
ID500100,500100,1,0.6493417620658875,560.6469000000001,640.3254000000001,0.0,360.0,18,20.0,1,,27.84322678843227,25.0,1.0,80.0,18293.0,24.567876742216534,0.7236379177189738,0.9516060878786909
ID502786,502786,1,0.6027928590774536,559.1982,663.5046000000001,0.0,540.0,27,20.0,1,,27.266362252663622,26.0,1.0,72.0,17914.0,21.01300361788865,0.758336764770506,1.1192551860149027
ID506242,506242,1,0.8820565938949585,570.7878000000001,672.1968,0.0,820.0,41,20.0,1,,36.69710806697108,29.0,1.0,118.0,24110.0,32.822061022956866,0.7484938187060453,0.9572383835501512
ID497664,497664,1,0.8068151473999023,560.6469000000001,631.6332,0.0,180.0,9,20.0,1,,36.89802130898021,38.0,1.0,96.0,24242.0,27.932796295460495,0.7370839479995575,1.1210237278148227
ID496270,496270,1,0.7780032753944397,554.8521000000001,622.941,0.0,40.0,2,20.0,1,,36.31050228310502,35.0,1.0,91.0,23856.0,28.122788735138432,0.6258449122090356,0.9940116571439952
ID495118,495118,1,0.7750203609466553,554.8521000000001,625.8384000000001,0.0,60.0,3,20.0,1,,35.84474885844749,33.0,1.0,90.0,23550.0,26.924639759789795,0.6884797635382089,1.085677795993407
ID500361,500361,1,0.716735303401947,560.6469000000001,644.6715,0.0,400.0,20,20.0,1,,29.00152207001522,22.0,1.0,94.0,19054.0,27.191759155531912,0.7355315712093103,0.9040288336737556
ID508823,508823,1,1.0621298551559448,573.6852,688.1325,0.0,1020.0,51,20.0,1,,43.8675799086758,37.0,1.0,119.0,28821.0,38.76145541635385,0.7820253430863842,0.9933002558490337
ID506517,506517,1,0.9060918092727661,567.8904,670.7481,0.0,800.0,40,20.0,1,,37.77321156773212,31.0,1.0,106.0,24817.0,33.102464919171624,0.764461933247508,0.9887742410988918
ID503058,503058,1,0.6440420150756836,556.3008,664.9533,0.0,580.0,29,20.0,1,,29.394216133942162,30.0,2.0,69.0,19312.0,21.99400202401744,0.7705546000973602,1.1632731702276797
ID510367,510367,1,1.2201584577560425,560.6469000000001,693.9273000000001,0.0,1140.0,57,20.0,1,,57.70776255707762,53.0,0.0,160.0,37914.0,48.17137677356345,0.5581843999701956,0.8582899270117401
ID506782,506782,1,0.9098663926124573,575.1339,676.5429,0.0,860.0,43,20.0,1,,39.52054794520548,38.0,1.0,106.0,25965.0,31.76975025722763,0.7330224194796304,1.0523306720510706
ID510110,510110,1,1.2544827461242676,564.993,693.9273000000001,0.0,1120.0,56,20.0,1,,56.917808219178085,52.0,1.0,152.0,37395.0,47.64914904743704,0.6378996438023816,0.9304393853861832
ID507549,507549,1,0.9681307673454285,576.5826000000001,680.889,0.0,900.0,45,20.0,1,,40.928462709284624,37.0,0.0,106.0,26890.0,34.401805241631315,0.7459050639856396,1.0165696192565576
ID508317,508317,1,0.9988833665847778,575.1339,686.6838,0.0,980.0,49,20.0,1,,42.23287671232877,39.0,1.0,112.0,27747.0,35.933869007725164,0.7758146683652852,1.0269209823004144
ID508573,508573,1,1.0378730297088623,575.1339,688.1325,0.0,1000.0,50,20.0,1,,43.881278538812786,39.0,1.0,111.0,28830.0,36.59748799618823,0.7803337563401397,1.0510828729155826
ID500636,500636,1,0.6587710976600647,560.6469000000001,646.1202000000001,0.0,420.0,21,20.0,1,,26.93455098934551,19.0,1.0,83.0,17696.0,25.281530232024682,0.7287018684612175,0.8981857492255302
ID509852,509852,1,1.2754969596862793,567.8904,692.4786,0.0,1100.0,55,20.0,1,,54.61339421613394,45.0,1.0,153.0,35881.0,48.986462199857584,0.6993362171025832,0.9176135016793232
ID507291,507291,1,0.9109946489334106,576.5826000000001,679.4403000000001,0.0,880.0,44,20.0,1,,39.21765601217656,36.0,1.0,103.0,25766.0,32.39038445068536,0.7411196197469573,1.0307544701739573
ID509339,509339,1,1.1205503940582275,572.2365000000001,691.0299,0.0,1040.0,52,20.0,1,,46.462709284627095,39.0,1.0,127.0,30526.0,39.91372816083922,0.825684973698795,1.052933081707583
ID507801,507801,1,0.9661219120025635,576.5826000000001,685.2351000000001,0.0,940.0,47,20.0,1,,41.58751902587519,39.0,1.0,99.0,27323.0,33.93971560292363,0.7437201195494785,1.0452437063102584
ID509081,509081,1,1.2875415086746216,569.3391,692.4786,0.0,1080.0,54,20.0,1,,54.138508371385086,47.0,1.0,141.0,35569.0,47.383657194365206,0.7678399163895616,0.9925112850813604
ID503320,503320,1,0.6349044442176819,553.4034,667.8507000000001,0.0,600.0,30,20.0,1,,28.8675799086758,29.0,1.0,66.0,18966.0,22.41254954737409,0.7515418606817504,1.1053040573152713
ID503847,503847,1,0.6255921125411987,553.4034,670.7481,0.0,640.0,32,20.0,1,,30.28310502283105,32.0,1.0,74.0,19896.0,22.240212374024168,0.7422247908420719,1.160172949070826
ID504102,504102,1,0.7494831681251526,553.4034,672.1968,0.0,680.0,34,20.0,1,,36.19178082191781,39.0,1.0,89.0,23778.0,26.941893086304113,0.7848450239834501,1.1813952946037505
ID510630,510630,1,1.3339314460754395,554.8521000000001,695.3760000000001,0.0,1180.0,59,20.0,1,,64.6316590563166,65.0,1.0,177.0,42463.0,53.62819240442948,0.5359937434827176,0.8411092605961589
ID496548,496548,1,0.7492288947105408,556.3008,630.1845000000001,0.0,140.0,7,20.0,1,,34.97108066971081,35.0,1.0,91.0,22976.0,27.108928039865678,0.7347179296371774,1.0927441115515284
ID503586,503586,1,0.6052372455596924,553.4034,669.2994,0.0,620.0,31,20.0,1,,29.124809741248097,31.0,1.0,66.0,19135.0,21.342651874269215,0.7479890687180725,1.1678881469955493
ID497952,497952,1,0.8444093465805054,563.5443,633.0819,0.0,200.0,10,20.0,1,,37.946727549467276,38.0,1.0,95.0,24931.0,29.499874314124362,0.7131195221822723,1.0709244173832448
ID508064,508064,1,1.0075764656066895,576.5826000000001,686.6838,0.0,960.0,48,20.0,1,,43.06088280060883,41.0,0.0,110.0,28291.0,35.40896875259026,0.7627937502262091,1.0524592033700682
ID510893,510893,1,1.271643877029419,559.1982,693.9273000000001,0.0,1160.0,58,20.0,1,,62.12633181126332,59.0,1.0,173.0,40817.0,50.228236921449806,0.5431141734906793,0.8706645253057986
ID498219,498219,1,0.8008450269699097,563.5443,634.5306,0.0,220.0,11,20.0,1,,36.4261796042618,37.0,1.0,100.0,23932.0,27.355849179202146,0.7323637671704267,1.1258516736986888
ID495402,495402,1,0.738635241985321,554.8521000000001,627.2871,0.0,100.0,5,20.0,1,,34.95890410958904,38.0,1.0,91.0,22968.0,25.446617078669085,0.6955758728101146,1.1271586084968233
ID498483,498483,1,0.7669312953948975,564.993,634.5306,0.0,240.0,12,20.0,1,,34.400304414003045,34.0,1.0,93.0,22601.0,26.943700334439423,0.709925858755241,1.0601583959786516
ID504369,504369,1,0.7027013897895813,553.4034,672.1968,0.0,660.0,33,20.0,1,,33.01978691019787,35.0,1.0,82.0,21694.0,25.293784266406263,0.7805129816544131,1.1445254075872486
ID509745,509745,1,1.1770992279052734,570.7878000000001,691.0299,0.0,1060.0,53,20.0,1,,50.12176560121765,46.0,1.0,133.0,32930.0,42.42996846224575,0.8072088095227429,1.0552642023655556
ID500912,500912,1,0.6272169351577759,559.1982,649.0176,0.0,440.0,22,20.0,1,,27.117199391171994,24.0,1.0,82.0,17816.0,23.515043694399388,0.705218562533005,0.9538338342306899
ID504638,504638,1,0.834893524646759,557.7495,669.2994,0.0,700.0,35,20.0,1,,37.50380517503805,40.0,1.0,102.0,24640.0,28.77367107415976,0.8103399528548558,1.1668557500310353
ID498749,498749,1,0.6940276622772217,564.993,634.5306,0.0,260.0,13,20.0,1,,30.569254185692543,30.0,1.0,88.0,20084.0,26.44901615737176,0.6548625869246961,0.9147313396331278
ID501186,501186,1,0.7287782430648804,560.6469000000001,641.7741000000001,0.0,380.0,19,20.0,1,,29.45205479452055,22.0,1.0,95.0,19350.0,27.265092590574543,0.7517677722951317,0.9271410072344363
ID496832,496832,1,1.0856887102127075,557.7495,620.0436000000001,0.0,0.0,0,20.0,1,,49.18569254185692,42.0,1.0,119.0,32315.0,38.708796849310346,0.6438709923565555,0.9953830507042855
ID504896,504896,1,0.8917858600616455,560.6469000000001,667.8507000000001,0.0,720.0,36,20.0,1,,39.23744292237443,40.0,1.0,110.0,25779.0,31.00887360469378,0.8209270907702794,1.1409240433561387
ID497101,497101,1,0.7804335951805115,556.3008,621.4923,0.0,20.0,1,20.0,1,,36.47945205479452,34.0,2.0,87.0,23967.0,28.311959158748017,0.6201016916850396,0.9863453908491845
ID499020,499020,1,0.7124300003051758,564.993,635.9793000000001,0.0,280.0,14,20.0,1,,30.445966514459666,26.0,1.0,87.0,20003.0,27.058944573275742,0.6788536947494552,0.9099389244819391
ID501451,501451,1,0.6158991456031799,557.7495,651.9150000000001,0.0,460.0,23,20.0,1,,26.744292237442924,25.0,1.0,76.0,17571.0,22.247877436983806,0.734091175843702,1.0177722298864595
ID505174,505174,1,0.9353330731391907,562.0956,666.402,0.0,740.0,37,20.0,1,,37.984779299847794,32.0,1.0,118.0,24956.0,33.325259769562706,0.8079607585503391,1.0187493107947128
ID495700,495700,1,0.7413025498390198,554.8521000000001,628.7358,0.0,120.0,6,20.0,1,,35.3896499238965,36.0,0.0,88.0,23251.0,26.603692940614074,0.6890025203118185,1.0853126089575815
ID499293,499293,1,0.6987282037734985,563.5443,637.428,0.0,300.0,15,20.0,1,,29.01826484018265,21.0,1.0,93.0,19065.0,27.249350541094707,0.6947799978733271,0.8731306970468281
ID507101,507101,1,0.9401655197143555,576.5826000000001,682.3377,0.0,920.0,46,20.0,1,,39.45814307458143,35.0,1.0,103.0,25924.0,33.587460887415205,0.7390266872671456,0.9984891271051287
ID501724,501724,1,0.5676603317260742,559.1982,656.2611,0.0,480.0,24,20.0,1,,26.120243531202437,28.0,1.0,71.0,17161.0,20.01003942998071,0.7155671238443895,1.088934950006017
ID497382,497382,1,0.7451180219650269,559.1982,631.6332,0.0,160.0,8,20.0,1,,35.22983257229833,36.0,1.0,93.0,23146.0,26.558503509440236,0.7451647257390751,1.132798947293939
ID501990,501990,1,0.598955512046814,559.1982,660.6072,0.0,500.0,25,20.0,1,,27.12937595129376,29.0,1.0,72.0,17824.0,21.171051444711107,0.7487403177412717,1.097319933697667
ID505441,505441,1,0.8600882887840271,563.5443,667.8507000000001,0.0,760.0,38,20.0,1,,35.82952815829528,33.0,1.0,109.0,23540.0,31.21510019873826,0.8027001665347936,1.0222007741034407
ID499566,499566,1,0.7133211493492126,560.6469000000001,638.8767,0.0,320.0,16,20.0,1,,31.377473363774733,29.0,2.0,89.0,20615.0,26.266237330162593,0.748599154630678,1.0228434524623442
ID495989,495989,1,0.7521004676818848,553.4034,627.2871,0.0,80.0,4,20.0,1,,35.1324200913242,37.0,1.0,84.0,23082.0,25.555698360187932,0.6999304200694558,1.1320719579375467
ID499829,499829,1,0.6974931359291077,560.6469000000001,638.8767,0.0,340.0,17,20.0,1,,29.95738203957382,25.0,1.0,88.0,19682.0,26.292178851239978,0.7473977504213951,0.9746917491954936
ID505973,505973,1,0.8654698729515076,573.6852,673.6455000000001,0.0,840.0,42,20.0,1,,37.58599695585997,36.0,1.0,108.0,24694.0,31.155084910989526,0.7097122264800754,1.0015817447440767
ID505716,505716,1,0.8261612057685852,566.4417000000001,667.8507000000001,0.0,780.0,39,20.0,1,,34.93455098934551,30.0,1.0,99.0,22952.0,29.893769889223567,0.7881534089373327,1.0301736981739138
ID502258,502258,1,0.6118776798248291,560.6469000000001,662.0559000000001,0.0,520.0,26,20.0,1,,27.275494672754945,26.0,1.0,71.0,17920.0,21.638843216970862,0.7594785524978662,1.0881784672165928
ID502523,502523,1,0.6075258255004883,557.7495,664.9533,0.0,560.0,28,20.0,1,,27.445966514459666,30.0,1.0,68.0,18032.0,20.4206648909956,0.7704425227164884,1.1697607875444302
ID501379,501379,2,0.16437681019306183,386.8029,383.9055,0.0,460.0,23,20.0,1,,9.345509893455098,9.0,1.0,24.0,6140.0,6.094100662729342,0.46308187454508154,0.9707614599970956
ID496769,496769,2,0.35074400901794434,418.6743,395.49510000000004,0.0,0.0,0,20.0,1,,19.079147640791476,19.0,1.0,43.0,12535.0,11.88203477910616,0.5460796859133512,1.134285270082373
ID505103,505103,2,0.25570255517959595,369.41850000000005,398.39250000000004,0.0,740.0,37,20.0,1,,13.508371385083715,13.0,1.0,34.0,8875.0,9.138684523118318,0.556089837418356,1.0564759000147492
ID497036,497036,2,0.21154166758060455,417.22560000000004,395.49510000000004,0.0,20.0,1,20.0,1,,11.995433789954339,11.0,1.0,29.0,7881.0,7.4599526641988945,0.481008695056895,1.0444921988281355
ID495628,495628,2,0.23054546117782593,408.53340000000003,388.25160000000005,0.0,120.0,6,20.0,1,,12.21613394216134,9.0,1.0,33.0,8026.0,8.913653286327751,0.4593264028681575,0.8627341996567885
ID498955,498955,2,0.20917384326457977,394.0464,376.66200000000003,0.0,280.0,14,20.0,1,,11.93607305936073,12.0,1.0,29.0,7842.0,7.711777802342498,0.48756431319438687,1.0145959292429938
ID499223,499223,2,0.18882544338703156,392.59770000000003,378.1107,0.0,300.0,15,20.0,1,,10.951293759512938,11.0,1.0,26.0,7195.0,7.478061551875243,0.449056377327203,0.9076574460137705
ID501651,501651,2,0.16421884298324585,382.45680000000004,386.8029,0.0,480.0,24,20.0,1,,9.318112633181126,9.0,1.0,21.0,6122.0,6.22231851096748,0.45994126225558485,0.9435669111638003
ID497311,497311,2,0.1984436810016632,401.28990000000005,383.9055,0.0,160.0,8,20.0,1,,11.608828006088281,11.0,1.0,24.0,7627.0,7.348102957189584,0.4450990179431913,0.9732001560847601
ID505369,505369,2,0.2848714292049408,370.8672,396.9438,0.0,760.0,38,20.0,1,,14.905631659056317,14.0,1.0,39.0,9793.0,10.415027045477153,0.5400231280916451,1.0037027073558469
ID509720,509720,2,0.3354663848876953,356.3802,427.36650000000003,0.0,1100.0,55,20.0,1,,15.704718417047184,14.0,1.0,51.0,10318.0,12.89667636405551,0.6291008499594966,0.9404910126124449
ID501921,501921,2,0.1919744312763214,381.0081,386.8029,0.0,500.0,25,20.0,1,,10.97869101978691,11.0,1.0,24.0,7213.0,6.9665688700065385,0.5003004054027022,1.0510279168055956
ID499759,499759,2,0.19786162674427032,392.59770000000003,379.55940000000004,0.0,340.0,17,20.0,1,,11.179604261796042,10.0,1.0,29.0,7345.0,7.712122890443262,0.4419588572664862,0.8886105352448885
ID505644,505644,2,0.2757683992385864,369.41850000000005,395.49510000000004,0.0,780.0,39,20.0,1,,14.263318112633181,13.0,1.0,37.0,9371.0,9.931736974930377,0.5572650908923804,1.0278379398874902
