LABEL,TRACK_INDEX,TRACK_ID,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,CONFINEMENT_RATIO,,,velocity
Track_53,52,53,166.0333412,103.7111369,,0.079980505,0.56842195,0.027800048,60,0,0,0,0,0,1180,0,1180,94.37699557,452.936055,484.87989,0,0.140706221,0.512192797,0,0.102438559,0.106495942,0.578626871,0.56842195,,,0.0800
Track_54,53,54,113.7555943,39.14171858,,0.030692797,0.318379946,0.049580965,60,0,0,0,0,0,1180,0,1180,36.2175,598.50626,461.26608,0,0.096403046,0.217305,0,0.102438559,0.048957289,0.530937491,0.318379946,,,0.0307
Track_55,54,55,127.0843325,85.4733,,0.072435,0.672571499,0.024774122,60,0,0,0,0,0,1180,0,1180,85.4733,61.352445,513.540005,0,0.107698587,0.229059582,0,0.102438559,0.055922772,2.061423908,0.672571499,,,0.0724
Track_56,55,56,151.7528672,88.08524881,,0.074648516,0.580451957,0.027294624,60,0,0,0,0,0,1180,0,1180,88.08524881,166.98682,525.44349,0,0.128604125,0.298657156,0,0.14487,0.069255891,0.651972435,0.580451957,,,0.0746
Track_57,56,57,144.687411,86.97027659,,0.067702493,0.552148536,0.040813291,60,0,0,0,0,0,1180,0,1180,79.8889421,295.317495,508.9766,0,0.12261645,0.298657156,0,0.102438559,0.060105435,0.721642501,0.552148536,,,0.0677
Track_58,57,58,118.281102,99.1909984,,0.118084522,0.838603942,0.027153864,43,0,0,0,0,0,840,0,840,99.1909984,434.1720209,490.6039395,0,0.140810836,0.298657156,0,0.14487,0.070901709,0.455864305,0.838603942,,,0.1181
Track_59,58,59,181.0421584,103.2243227,,0.08747824,0.570167322,0.034015783,60,0,0,0,0,0,1180,0,1180,103.2243227,367.29374,487.415115,0,0.153425558,0.440604904,0,0.14487,0.08416299,1.498019797,0.570167322,,,0.0875
Track_60,59,60,141.4174375,88.3707,,0.074890424,0.624892528,0.020678256,60,0,0,0,0,0,1180,0,1180,88.3707,349.547165,548.791705,0,0.119845286,0.307315678,0,0.102438559,0.086906856,1.26538015,0.624892528,,,0.0749
Track_61,60,61,133.3781679,85.52239438,,0.072476605,0.641202348,0.037334393,60,0,0,0,0,0,1180,0,1180,85.52239438,504.1476,532.73528,0,0.113032346,0.261168107,0,0.102438559,0.062609175,0.730059729,0.641202348,,,0.0725
Track_62,61,62,156.3677518,54.53350167,,0.046214832,0.348751587,0.023942008,60,0,0,0,0,0,1180,0,1180,54.53350167,225.586735,557.21831,0,0.132515044,0.362175,0,0.14487,0.072145384,0.546799535,0.348751587,,,0.0462
Track_63,62,63,125.0054505,94.44368524,,0.079952231,0.754716156,0.038682445,60,0,0,0,0,0,1180,0,1180,94.34363305,95.42104,562.91653,0,0.105936822,0.229059582,0,0.102438559,0.054474264,1.386969519,0.754716156,,,0.0800
Track_64,63,64,107.5023807,43.4851383,,0.036851812,0.404503956,0.029880569,60,0,0,0,0,0,1180,0,1180,43.4851383,620.454065,564.727405,0,0.091103712,0.229059582,0,0.072435,0.053524141,0.377073759,0.404503956,,,0.0369
Track_65,64,65,148.9130791,74.11059865,,0.062805592,0.497676894,0.02696037,60,0,0,0,0,0,1180,0,1180,74.11059865,403.60782,559.92255,0,0.126197525,0.323939168,0,0.102438559,0.072382536,1.35050033,0.497676894,,,0.0628
Track_68,66,68,135.7496005,73.94048994,,0.062661432,0.544682928,0.033853369,60,0,0,0,0,0,1180,0,1180,73.94048994,550.288695,593.991145,0,0.115042034,0.229059582,0,0.102438559,0.061769716,0.436272195,0.544682928,,,0.0627
Track_69,67,69,137.6537669,43.58155779,,0.034133923,0.292603897,0.033553317,60,0,0,0,0,0,1180,0,1180,40.27802871,281.57899,578.634925,0,0.116655735,0.323939168,0,0.102438559,0.071158183,0.47800222,0.292603897,,,0.0341
Track_71,69,71,97.80489034,75.90137343,,0.12242157,0.776048858,0.031150195,32,0,0,0,0,0,620,20,640,75.90137343,337.9545469,589.9378031,0,0.157749823,0.369347478,0,0.161969584,0.087694389,0.235030578,0.776048858,,,0.1224
Track_72,70,72,122.1266154,69.43188527,,0.041543128,0.401394005,0.032975888,60,0,0,0,0,0,1180,0,1180,49.02089131,213.87641,625.11405,0,0.103497132,0.323939168,0,0.102438559,0.070246781,0.537104631,0.401394005,,,0.0415
Track_74,71,74,135.4266526,105.7650221,,0.089631375,0.780976419,0.023297662,60,0,0,0,0,0,1180,0,1180,105.7650221,87.4049,631.10201,0,0.11476835,0.229059582,0,0.102438559,0.058541993,1.043693465,0.780976419,,,0.0896
Track_75,72,75,119.1758929,60.81089736,,0.048241422,0.477654302,0.04400938,60,0,0,0,0,0,1180,0,1180,56.92487795,365.820895,619.80215,0,0.100996519,0.362175,0,0.072435,0.065412328,1.050685204,0.477654302,,,0.0482
Track_76,73,76,128.9288255,52.87258847,,0.044807278,0.410091291,0.032254584,60,0,0,0,0,0,1180,0,1180,52.87258847,464.45322,610.361455,0,0.109261717,0.307315678,0,0.102438559,0.061461048,0.366297298,0.410091291,,,0.0448
Track_77,74,77,135.540195,83.38523904,,0.070366207,0.612601479,0.034534394,60,0,0,0,0,0,1180,0,1180,83.03212391,426.424845,660.22088,0,0.114864572,0.298657156,0,0.102438559,0.064952685,0.460650779,0.612601479,,,0.0704
Track_78,75,78,140.5698279,80.98479198,,0.06863118,0.576117885,0.030280265,60,0,0,0,0,0,1180,0,1180,80.98479198,137.795515,660.583055,0,0.119126973,0.323939168,0,0.102438559,0.064100821,1.552310774,0.576117885,,,0.0686
Track_79,76,79,154.4075225,107.9548844,,0.09148719,0.699155603,0.036096684,60,0,0,0,0,0,1180,0,1180,107.9548844,482.51368,682.989615,0,0.130853833,0.390074413,0,0.102438559,0.090459732,0.424144376,0.699155603,,,0.0915
Track_80,77,80,121.9886155,75.02531834,,0.063580778,0.615019017,0.027360066,60,0,0,0,0,0,1180,0,1180,75.02531834,375.11672,699.81868,0,0.103380183,0.323939168,0,0.102438559,0.068467757,0.914869685,0.615019017,,,0.0636
Track_81,78,81,114.8393148,67.57840008,,0.057269831,0.588460496,0.045518561,60,0,0,0,0,0,1180,0,1180,67.57840008,213.755685,680.333665,0,0.097321453,0.307315678,0,0.072435,0.064152511,1.021552029,0.588460496,,,0.0573
Track_84,81,84,112.6971095,62.71381975,,0.053147305,0.556481173,0.040501718,60,0,0,0,0,0,1180,0,1180,62.71381975,290.343625,677.967455,0,0.095506025,0.229059582,0,0.072435,0.046039307,0.902274699,0.556481173,,,0.0531
Track_85,82,85,141.0616122,88.95065189,,0.075141583,0.628569789,0.039887617,60,0,0,0,0,0,1180,0,1180,88.66706779,166.672935,723.070315,0,0.119543739,0.369347478,0,0.102438559,0.069439856,1.184195119,0.628569789,,,0.0751
Track_86,83,86,169.8991701,125.2434455,,0.115966153,0.737163374,0.040050605,55,0,0,0,0,0,1080,0,1080,125.2434455,61.79364,683.73372,0,0.157314046,0.618884911,0,0.14487,0.103063992,0.814292832,0.737163374,,,0.1160
Track_88,84,88,124.695271,69.77863227,,0.059134434,0.559593253,0.04154576,60,0,0,0,0,0,1180,0,1180,69.77863227,287.832545,743.110665,0,0.105673958,0.261168107,0,0.102438559,0.061953148,1.068007136,0.559593253,,,0.0591
Track_89,85,89,131.8359791,52.35402169,,0.044367815,0.397114825,0.039457675,60,0,0,0,0,0,1180,0,1180,52.35402169,392.93573,748.495,0,0.111725406,0.323939168,0,0.102438559,0.07467032,0.819287156,0.397114825,,,0.0444
Track_90,86,90,147.124854,61.59956896,,0.041994207,0.336810286,0.028851649,60,0,0,0,0,0,1180,0,1180,49.55316415,66.616055,744.87325,0,0.12468208,0.323939168,0,0.102438559,0.073175085,0.767738937,0.336810286,,,0.0420
Track_93,88,93,155.9816995,96.0303444,,0.06833405,0.516946404,0.030560112,60,0,0,0,0,0,1180,0,1180,80.63417871,200.958835,783.31209,0,0.132187881,0.28974,0,0.102438559,0.066924491,1.155353128,0.516946404,,,0.0683
Track_94,89,94,114.7879124,75.34632852,,0.063852821,0.656396017,0.0311451,60,0,0,0,0,0,1180,0,1180,75.34632852,135.912205,769.718455,0,0.097277892,0.204877119,0,0.102438559,0.047164116,1.391102969,0.656396017,,,0.0639
Track_95,90,95,176.8857423,117.4162189,,0.09950527,0.663796965,0.0325622,60,0,0,0,0,0,1180,0,1180,117.4162189,110.897985,821.84751,0,0.149903171,0.971817504,0,0.14487,0.135952214,1.018962944,0.663796965,,,0.0995
Track_96,91,96,151.8101568,34.09834829,,0.028634915,0.222575358,0.04435615,60,0,0,0,0,0,1180,0,1180,33.78920004,294.206825,811.054695,0,0.128652675,0.369347478,0,0.102438559,0.081751986,0.781066867,0.222575358,,,0.0286
Track_97,92,97,170.4913779,118.9346526,,0.10047853,0.683642168,0.033261959,59,0,0,0,0,0,1160,0,1160,116.5550953,48.49461864,796.9568797,0,0.146975326,0.458119165,0,0.14487,0.096995883,1.168432882,0.683642168,,,0.1005
Track_107,98,107,158.4796984,83.38523904,,0.085591918,0.518478025,0.024190351,49,0,0,0,0,0,960,0,960,82.16824111,111.6385959,15.75830816,0,0.165083019,0.655926822,0,0.14487,0.135177198,0.684096264,0.518478025,,,0.0856
Track_118,108,118,115.9974255,57.45698346,,0.05436221,0.478023142,0.03794495,52,0,0,0,0,0,1020,160,1180,55.44945379,492.8923154,209.33715,0,0.113722966,0.362175,0,0.102438559,0.062554712,0.213666812,0.478023142,,,0.0544
Track_123,113,123,62.78990359,48.24410269,,0.077813069,0.768341723,0.038889415,32,0,0,0,0,0,620,280,900,48.24410269,573.1419375,143.1043969,0,0.101274038,0.261168107,0,0.102438559,0.062593256,0.153168285,0.768341723,,,0.0778
Track_130,119,130,115.3146251,60.8454,,0.070750465,0.527646861,0.029153857,44,0,0,0,0,0,860,320,1180,60.8454,457.85505,96.437325,0,0.134086773,0.72435,0,0.102438559,0.12873042,0.231509199,0.527646861,,,0.0708
Track_131,120,131,63.18964069,32.8443007,,0.045617084,0.5197735,0.024842509,37,0,0,0,0,0,720,340,1060,32.8443007,584.1001784,184.1806703,0,0.08776339,0.261168107,0,0.102438559,0.063798675,0.168708219,0.5197735,,,0.0456
Track_137,124,137,91.24944594,53.44505431,,0.078595668,0.585702782,0.033598767,35,0,0,0,0,0,680,460,1140,53.44505431,538.8336171,234.6066171,0,0.134190362,0.261168107,0,0.102438559,0.062173538,0.185192306,0.585702782,,,0.0786
Track_139,126,139,75.50757116,32.55548346,,0.033690182,0.312327983,0.017925179,36,0,0,0,0,0,700,480,1180,23.5831274,198.8743167,499.0369083,0,0.107867959,0.362175,0,0.072435,0.092448063,0.667008407,0.312327983,,,0.0337
Track_146,133,146,63.45477552,49.34094406,,0.077095225,0.777576528,0.027930187,33,0,0,0,0,0,640,540,1180,49.34094406,212.9589,710.4776,0,0.099148087,0.204877119,0,0.102438559,0.055265255,0.952928966,0.777576528,,,0.0771
Track_147,134,147,68.65902621,47.78514496,,0.077072814,0.69597761,0.037188165,32,0,0,0,0,0,620,560,1180,47.78514496,71.1673875,328.7190844,0,0.110740365,0.217305,0,0.102438559,0.055392042,2.641987316,0.69597761,,,0.0771
