LABEL,TRACK_INDEX,TRACK_ID,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,CONFINEMENT_RATIO,,,velocity
Track_69,60,69,161.4805512,68.19669658,,0.057322444,0.41887697,0.06346265,60,0,0,0,0,0,1180,0,1180,67.64048406,393.153035,454.626205,0,0.136847925,0.43461,0,0.14487,0.079241911,0.670713465,0.41887697,,,0.0573
Track_70,61,70,160.4944967,93.94235869,,0.079612168,0.585330716,0.031286695,60,0,0,0,0,0,1180,0,1180,93.94235869,315.647585,481.69275,0,0.136012285,0.440604904,0,0.102438559,0.103744713,0.839005926,0.585330716,,,0.0796
Track_71,62,71,111.1701428,54.37934306,,0.046084189,0.489154207,0.0386522,60,0,0,0,0,0,1180,0,1180,54.37934306,302.464415,46.913735,0,0.094211985,0.261168107,0,0.072435,0.0653381,0.923550709,0.489154207,,,0.0461
Track_72,63,72,141.055211,72.56526587,,0.06095438,0.509914999,0.054320437,60,0,0,0,0,0,1180,0,1180,71.92616781,198.013145,471.40698,0,0.119538314,0.298657156,0,0.102438559,0.072632814,1.06224192,0.509914999,,,0.061
Track_73,64,73,122.9314436,61.13788629,,0.051811768,0.497333184,0.054687412,60,0,0,0,0,0,1180,0,1180,61.13788629,295.800395,96.121245,0,0.104179189,0.229059582,0,0.102438559,0.056233393,1.336857155,0.497333184,,,0.0518
Track_74,65,74,110.0056214,55.16485249,,0.046749875,0.501473032,0.040224347,60,0,0,0,0,0,1180,0,1180,55.16485249,140.016855,529.88617,0,0.093225103,0.229059582,0,0.102438559,0.058840009,1.019043308,0.501473032,,,0.0467
Track_75,66,75,141.4469304,38.92665257,,0.027589393,0.23016041,0.062348696,60,0,0,0,0,0,1180,0,1180,32.55548346,408.09879,504.847805,0,0.11987028,0.618884911,0,0.102438559,0.096726203,0.336623489,0.23016041,,,0.0276
Track_77,68,77,130.0002298,47.65320229,,0.04038407,0.366562447,0.069797299,60,0,0,0,0,0,1180,0,1180,47.65320229,288.00156,544.928505,0,0.110169686,0.307315678,0,0.102438559,0.064168245,0.757183768,0.366562447,,,0.0404
Track_79,69,79,129.6549081,42.11209183,,0.03168353,0.28835442,0.066105477,60,0,0,0,0,0,1180,0,1180,37.38656584,353.67596,512.091305,0,0.109877041,0.261168107,0,0.102438559,0.06033485,0.56291621,0.28835442,,,0.0317
Track_80,70,80,135.7111176,70.2731504,,0.059553517,0.517814249,0.054106032,60,0,0,0,0,0,1180,0,1180,70.2731504,133.352835,61.56975,0,0.115009422,0.307315678,0,0.102438559,0.06035068,0.806344468,0.517814249,,,0.0596
Track_81,71,81,128.8253231,50.28888233,,0.036831356,0.337363796,0.057673053,60,0,0,0,0,0,1180,0,1180,43.461,229.71553,526.65074,0,0.109174003,0.323939168,0,0.102438559,0.060133397,1.02674589,0.337363796,,,0.0368
Track_82,72,82,133.6932276,86.17025426,,0.073025639,0.644537168,0.043305674,60,0,0,0,0,0,1180,0,1180,86.17025426,211.17217,96.19368,0,0.113299345,0.323939168,0,0.102438559,0.062840265,0.999539977,0.644537168,,,0.073
Track_84,73,84,111.1931307,55.31682207,,0.039971402,0.424183171,0.031917854,60,0,0,0,0,0,1180,0,1180,47.1662548,400.686275,96.072955,0,0.094231467,0.261168107,0,0.072435,0.064613236,1.275930499,0.424183171,,,0.04
Track_85,74,85,129.401702,63.28017118,,0.040644495,0.370632713,0.050770013,60,0,0,0,0,0,1180,0,1180,47.96050388,362.005985,150.95454,0,0.109662459,0.507045,0,0.102438559,0.082243194,0.320667623,0.370632713,,,0.0406
Track_86,75,86,141.044174,58.398964,,0.049490647,0.414047332,0.064621453,60,0,0,0,0,0,1180,0,1180,58.398964,158.29462,594.956945,0,0.119528961,0.422365001,0,0.102438559,0.077469355,1.091863065,0.414047332,,,0.0495
Track_87,76,87,126.3528959,76.45238882,,0.06095438,0.569248273,0.031496952,60,0,0,0,0,0,1180,0,1180,71.92616781,318.834725,172.177995,0,0.107078725,0.261168107,0,0.102438559,0.069936473,0.61675172,0.569248273,,,0.061
Track_88,77,88,161.3793359,63.49538232,,0.053359584,0.390163389,0.060089634,60,0,0,0,0,0,1180,0,1180,62.96430864,209.313005,609.685395,0,0.136762149,0.485908752,0,0.102438559,0.107049152,0.715944686,0.390163389,,,0.0534
Track_89,78,89,123.3060127,46.38103041,,0.03758082,0.359636698,0.063832101,60,0,0,0,0,0,1180,0,1180,44.34536722,144.04907,146.99476,0,0.104496621,0.261168107,0,0.102438559,0.058793388,0.370315808,0.359636698,,,0.0376
Track_91,80,91,156.1651777,27.67737464,,0.018251249,0.137908298,0.065903198,60,0,0,0,0,0,1180,0,1180,21.53647379,479.27825,130.938335,0,0.132343371,0.422365001,0,0.102438559,0.091252052,0.228999091,0.137908298,,,0.0183
Track_92,81,92,146.4571026,71.04540601,,0.058942957,0.474901441,0.048649207,60,0,0,0,0,0,1180,0,1180,69.55268899,457.233865,547.36715,0,0.124116189,0.298657156,0,0.102438559,0.065740397,0.486967005,0.474901441,,,0.0589
Track_93,82,93,76.87963307,33.0989115,,0.01209156,0.185589339,0.028218818,60,0,0,0,0,0,1180,0,1180,14.2680403,349.90934,565.52419,0,0.065152231,0.522336213,0,0.072435,0.075652798,1.164088537,0.185589339,,,0.0121
Track_94,83,94,118.852945,76.50727209,,0.064088441,0.636285119,0.043699288,60,0,0,0,0,0,1180,0,1180,75.6243602,273.70772,156.725195,0,0.100722835,0.229059582,0,0.102438559,0.054570994,1.655736793,0.636285119,,,0.0641
Track_95,84,95,112.9748126,50.28888233,,0.040903497,0.405505576,0.047743397,57,0,0,0,0,0,1120,0,1120,45.81191646,414.3282,574.4730895,0,0.100870368,0.463810304,0,0.102438559,0.077771703,0.300456415,0.405505576,,,0.0409
Track_96,85,96,143.9239452,48.6987352,,0.042718189,0.338364371,0.048320155,58,0,0,0,0,0,1140,40,1180,48.6987352,446.1246672,400.3407517,0,0.126249075,0.422365001,0,0.102438559,0.088102521,0.28676479,0.338364371,,,0.0427
Track_105,92,105,58.6637279,34.19054769,,0.055146045,0.582822622,0.05349564,32,0,0,0,0,0,620,160,780,34.19054769,355.6105781,98.46632812,0,0.094618916,0.161969584,0,0.072435,0.04203781,0.179048534,0.582822622,,,0.0551
Track_108,95,108,120.5942797,23.98025194,,0.022456822,0.189942328,0.059932456,52,0,0,0,0,0,1020,160,1180,22.90595823,407.9483481,777.1718308,0,0.118229686,0.390074413,0,0.102438559,0.086999918,0.286694483,0.189942328,,,0.0225
Track_111,98,111,128.501033,82.58860692,,0.083688619,0.638242703,0.041934256,50,0,0,0,0,0,980,200,1180,82.01484662,376.662,342.675498,0,0.131123503,0.362175,0,0.102438559,0.082609478,0.323443183,0.638242703,,,0.0837
Track_119,104,119,84.37534836,35.83885872,,0.035375233,0.360563845,0.060391822,44,0,0,0,0,0,860,320,1180,30.4227,181.15335,821.21535,0,0.09811087,0.229059582,0,0.072435,0.059262086,0.657668349,0.360563845,,,0.0354
Track_123,108,123,67.8816088,39.40890065,,0.048059635,0.580553427,0.053014376,42,0,0,0,0,0,820,360,1180,39.40890065,505.83775,553.5758643,0,0.08278245,0.204877119,0,0.072435,0.049193854,0.173088639,0.580553427,,,0.0481
Track_124,109,124,88.29112163,33.94412612,,0.041395276,0.384456846,0.057451553,42,0,0,0,0,0,820,360,1180,33.94412612,231.3435929,639.7045286,0,0.1076721,0.261168107,0,0.102438559,0.067180565,0.879895872,0.384456846,,,0.0414
