LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
ID547107,547107,0,0.7438048720359802,399.8412,198.4719,0.0,920.0,46,20.0,1,,36.69710806697108,43.0,0.0,87.0,24110.0,25.23857881352304,0.7062888900880642,1.2037235359702267
ID537127,537127,0,0.83467036485672,383.9055,186.88230000000001,0.0,160.0,8,20.0,1,,39.0441400304414,39.0,0.0,103.0,25652.0,28.184110510588162,0.7779598089137502,1.2123185370509355
ID538681,538681,0,1.0246994495391846,378.1107,188.33100000000002,0.0,280.0,14,20.0,1,,45.22678843226788,47.0,0.0,121.0,29714.0,33.51103769117904,0.8156392356241198,1.2125688815714708
ID541884,541884,0,0.9237785339355469,389.7003,195.5745,0.0,520.0,26,20.0,1,,43.7062404870624,49.0,1.0,111.0,28715.0,29.462106305357338,0.788934529565071,1.3084471094651975
ID547901,547901,0,0.8213940262794495,395.49510000000004,199.9206,0.0,960.0,48,20.0,1,,39.24657534246575,43.0,0.0,95.0,25785.0,26.12621962360637,0.7515748234123488,1.2891359445444486
ID547633,547633,0,0.838527500629425,398.39250000000004,198.4719,0.0,980.0,49,20.0,1,,39.23135464231355,45.0,0.0,100.0,25775.0,28.505905306426865,0.7507327266455358,1.1803042209999064
ID547378,547378,0,0.8055950403213501,398.39250000000004,201.3693,0.0,940.0,47,20.0,1,,38.49315068493151,40.0,0.0,106.0,25290.0,26.145296969534026,0.7453056645746617,1.2574270540688344
ID538163,538163,0,0.9208682775497437,376.66200000000003,189.77970000000002,0.0,240.0,12,20.0,1,,40.986301369863014,45.0,0.0,105.0,26928.0,30.24939217068041,0.7985674504964729,1.2031975730967346
ID538421,538421,0,0.9970357418060303,376.66200000000003,189.77970000000002,0.0,260.0,13,20.0,1,,43.77321156773212,44.0,0.0,119.0,28759.0,32.50415565653874,0.8023412648249135,1.1990067293383297
ID538955,538955,0,0.9284466505050659,379.55940000000004,186.88230000000001,0.0,300.0,15,20.0,1,,42.41552511415525,47.0,0.0,109.0,27867.0,30.391088072215556,0.7739048015088835,1.2177715578077892
ID542667,542667,0,0.9581895470619202,388.25160000000005,197.0232,0.0,540.0,27,20.0,1,,43.38356164383562,47.0,0.0,113.0,28503.0,31.01458504423506,0.7941128270286347,1.2382880557804803
ID548172,548172,0,0.7557061314582825,398.39250000000004,194.12580000000003,0.0,1020.0,51,20.0,1,,37.67732115677321,43.0,0.0,87.0,24754.0,23.811556686559776,0.7012712712426648,1.3044718259757873
ID542414,542414,0,1.0262892246246338,395.49510000000004,199.9206,0.0,600.0,30,20.0,1,,43.50684931506849,41.0,0.0,122.0,28584.0,37.338763516514575,0.7763552893209114,1.0184937773271558
ID542149,542149,0,0.9945017695426941,392.59770000000003,199.9206,0.0,560.0,28,20.0,1,,44.602739726027394,49.0,0.0,109.0,29304.0,32.97586227049201,0.7746141383002523,1.1808013840021137
ID542938,542938,0,0.9708912372589111,394.0464,198.4719,0.0,580.0,29,20.0,1,,42.946727549467276,45.0,0.0,113.0,28216.0,34.215224812053705,0.7883333407977433,1.1066291246703186
ID548442,548442,0,0.7752161026000977,396.9438,197.0232,0.0,1060.0,53,20.0,1,,34.3165905631659,34.0,0.0,85.0,22546.0,26.06792689778507,0.744386797562178,1.123526978168832
ID539485,539485,0,0.8695007562637329,381.0081,186.88230000000001,0.0,320.0,16,20.0,1,,40.93302891933029,45.0,0.0,105.0,26893.0,29.322301023377474,0.7508449293254155,1.197314934163594
ID539218,539218,0,0.8631736040115356,383.9055,185.4336,0.0,340.0,17,20.0,1,,38.36225266362253,40.0,0.0,99.0,25204.0,30.747590225477346,0.7520068478863537,1.0710481823554008
ID543464,543464,0,0.943068265914917,398.39250000000004,202.818,0.0,640.0,32,20.0,1,,39.80517503805175,35.0,0.0,113.0,26152.0,34.51614729945487,0.7183828938400246,0.9642358216156496
ID543722,543722,0,0.9562857747077942,399.8412,204.26670000000001,0.0,660.0,33,20.0,1,,40.884322678843226,34.0,0.0,110.0,26861.0,35.299312690304866,0.6803959892243484,0.9379305076320459
ID548714,548714,0,0.7754307985305786,398.39250000000004,199.9206,0.0,1000.0,50,20.0,1,,37.24961948249619,41.0,0.0,100.0,24473.0,26.401019197022865,0.7145717336376308,1.1760378962125124
ID540015,540015,0,0.9371134638786316,381.0081,185.4336,0.0,360.0,18,20.0,1,,42.205479452054796,45.0,0.0,106.0,27729.0,33.54372965545316,0.7515847265255403,1.0797775184326381
ID543203,543203,0,0.9916133284568787,398.39250000000004,201.3693,0.0,620.0,31,20.0,1,,40.786910197869105,30.0,0.0,118.0,26797.0,36.98013984600428,0.7375305949518502,0.9363319298484077
ID539748,539748,0,0.8529825806617737,381.0081,185.4336,0.0,380.0,19,20.0,1,,39.65144596651446,40.0,0.0,106.0,26051.0,30.452511539018285,0.7444105494284292,1.1112959286002593
ID550008,550008,0,0.5403985977172852,395.49510000000004,197.0232,0.0,1160.0,58,20.0,1,,25.951293759512936,27.0,0.0,64.0,17050.0,16.99697073980337,0.7498904943893594,1.3085925972654147
ID549755,549755,0,0.5542371869087219,396.9438,192.67710000000002,0.0,1140.0,57,20.0,1,,27.7869101978691,29.0,0.0,70.0,18256.0,17.329226309718706,0.7185878321609199,1.340908692780889
ID544508,544508,0,0.7869766354560852,407.08470000000005,202.818,0.0,740.0,37,20.0,1,,37.12024353120243,32.0,0.0,100.0,24388.0,31.407469127801,0.6099651937777424,0.8955636085763984
ID550269,550269,0,0.5755031108856201,395.49510000000004,195.5745,0.0,1120.0,56,20.0,1,,27.50228310502283,28.0,0.0,68.0,18069.0,20.806829560623935,0.6363579783623793,1.028054194841198
ID535038,535038,0,0.824155867099762,395.49510000000004,182.5362,0.0,40.0,2,20.0,1,,34.43226788432268,28.0,0.0,102.0,22622.0,29.92738253655177,0.7657054683896509,0.9978617507504592
ID543987,543987,0,0.9004625678062439,404.18730000000005,204.26670000000001,0.0,680.0,34,20.0,1,,39.143074581430746,30.0,0.0,119.0,25717.0,35.053846884275025,0.6474317982518246,0.8776792420721646
ID548979,548979,0,0.7616073489189148,396.9438,192.67710000000002,0.0,1040.0,52,20.0,1,,34.94063926940639,36.0,0.0,88.0,22956.0,26.048754854479338,0.6848669705726943,1.0904718995767717
ID540276,540276,0,0.8620501160621643,379.55940000000004,185.4336,0.0,400.0,20,20.0,1,,40.920852359208524,46.0,0.0,107.0,26885.0,31.3735820863814,0.7262118737317943,1.0974375237727512
ID544247,544247,0,0.8741216659545898,402.7386,204.26670000000001,0.0,700.0,35,20.0,1,,38.55707762557078,34.0,0.0,111.0,25332.0,33.67740859958341,0.6472378361958693,0.8997109940579789
ID549239,549239,0,0.7205595970153809,395.49510000000004,197.0232,0.0,1080.0,54,20.0,1,,33.02283105022831,35.0,0.0,78.0,21696.0,23.89907187497318,0.7356725968250463,1.1713320736480135
ID540681,540681,2,0.9368511438369751,328.85490000000004,662.0559000000001,0.0,440.0,22,20.0,1,,41.885844748858446,40.0,0.0,107.0,27519.0,32.95142485436976,0.7399862923098155,1.0811872698325677
ID535435,535435,2,0.5900713205337524,366.52110000000005,640.3254000000001,0.0,0.0,0,20.0,1,,30.088280060882802,33.0,0.0,69.0,19768.0,20.461626776981102,0.5746710675312792,1.073289014794376
ID545420,545420,2,1.1920384168624878,295.5348,670.7481,0.0,780.0,39,20.0,1,,59.013698630136986,63.0,0.0,160.0,38772.0,42.80003270870658,0.6265007151846742,1.0621993755776724
ID535693,535693,2,0.6724722385406494,359.2776,650.4663,0.0,60.0,3,20.0,1,,34.95738203957382,37.0,0.0,80.0,22967.0,25.518369958344927,0.5634378954368777,0.987373315415797
ID550413,550413,2,1.0942001342773438,273.8043,675.0942,0.0,1120.0,56,20.0,1,,58.06849315068493,63.0,0.0,150.0,38151.0,49.160078207238456,0.5242580024123022,0.8125396666469635
ID550670,550670,2,1.1532323360443115,269.45820000000003,676.5429,0.0,1180.0,59,20.0,1,,57.58143074581431,55.0,0.0,180.0,37831.0,51.13700949432825,0.5101749304691818,0.7607973269904348
ID549888,549888,2,1.009157419204712,269.45820000000003,676.5429,0.0,1140.0,57,20.0,1,,54.8158295281583,58.0,0.0,152.0,36014.0,47.373076821973996,0.43141313858811325,0.6974816109262109
ID535169,535169,2,0.7809280157089233,360.72630000000004,646.1202000000001,0.0,40.0,2,20.0,1,,39.665144596651444,42.0,0.0,93.0,26060.0,26.97990251939758,0.6119080791789536,1.1162065754314618
ID550146,550146,2,1.178076982498169,269.45820000000003,676.5429,0.0,1160.0,58,20.0,1,,60.4337899543379,64.0,0.0,175.0,39705.0,49.78425052565256,0.5095813572062031,0.8195488785757304
ID544902,544902,2,1.092909574508667,302.7783,666.402,0.0,720.0,36,20.0,1,,56.56316590563166,63.0,0.0,134.0,37162.0,37.83483901935226,0.6758341219750368,1.2058156069247223
ID545158,545158,2,1.163590669631958,295.5348,672.1968,0.0,760.0,38,20.0,1,,58.852359208523595,61.0,0.0,142.0,38666.0,42.036146590617015,0.5914203771502433,1.0405964599223392
ID549638,549638,2,1.2393070459365845,275.25300000000004,673.6455000000001,0.0,1100.0,55,20.0,1,,64.30593607305936,72.0,0.0,169.0,42249.0,51.390030393605194,0.5701604730229389,0.9087726565388006
ID549383,549383,2,1.1583625078201294,279.5991,673.6455000000001,0.0,1080.0,54,20.0,1,,59.02587519025875,65.0,0.0,155.0,38780.0,47.947356804894525,0.5739942637036368,0.8978673248111663
ID536216,536216,2,0.744084358215332,363.62370000000004,644.6715,0.0,20.0,1,20.0,1,,37.56925418569254,39.0,0.0,96.0,24683.0,25.189800821940025,0.5998250528030251,1.1183814197356967
ID545946,545946,2,1.2388651371002197,291.18870000000004,672.1968,0.0,800.0,40,20.0,1,,61.50076103500761,64.0,0.0,162.0,40406.0,45.69123991431782,0.5834315566653321,0.9919006199713802
ID546460,546460,2,1.1686270236968994,286.8426,673.6455000000001,0.0,880.0,44,20.0,1,,58.65144596651446,61.0,0.0,160.0,38534.0,45.94457791210891,0.5450581597690055,0.9006840390718767
ID536735,536735,2,0.9249600172042847,340.4445,662.0559000000001,0.0,140.0,7,20.0,1,,44.398782343987826,49.0,0.0,114.0,29170.0,30.258276408248715,0.7510327858326376,1.258697842801263
ID540944,540944,2,0.9642537236213684,325.95750000000004,662.0559000000001,0.0,460.0,23,20.0,1,,44.15981735159817,42.0,0.0,106.0,29013.0,32.90174348506218,0.769132285505021,1.1670221144052786
ID545683,545683,2,1.2631354331970215,288.29130000000004,673.6455000000001,0.0,820.0,41,20.0,1,,64.89041095890411,66.0,0.0,175.0,42633.0,45.96469531974468,0.5566372382469698,1.009650293098452
ID535959,535959,2,0.796893835067749,352.0341,653.3637,0.0,80.0,4,20.0,1,,38.62100456621005,43.0,0.0,101.0,25374.0,29.20101250481534,0.680363767564248,1.0710099860278544
ID541207,541207,2,1.0210833549499512,330.3036,660.6072,0.0,420.0,21,20.0,1,,44.24657534246575,43.0,0.0,116.0,29070.0,34.86721446436241,0.7744206008583691,1.1076759625275099
ID541480,541480,2,0.9480916261672974,321.6114,662.0559000000001,0.0,500.0,25,20.0,1,,44.050228310502284,47.0,0.0,115.0,28941.0,31.891186527769936,0.7344796224934748,1.1698172763524417
ID547242,547242,2,1.2615431547164917,286.8426,672.1968,0.0,920.0,46,20.0,1,,60.45814307458143,58.0,0.0,172.0,39721.0,50.74131997942004,0.5674026499505311,0.8626484017865278
ID537260,537260,2,0.8151411414146423,337.5471,659.1585,0.0,160.0,8,20.0,1,,39.31202435312024,42.0,0.0,106.0,25828.0,29.6890653632907,0.6879030996016732,1.0792911939127547
ID537773,537773,2,0.7808449864387512,331.75230000000005,664.9533,0.0,220.0,11,20.0,1,,42.220700152207,49.0,0.0,98.0,27739.0,26.04876402894903,0.67968277954603,1.3117386107835498
ID537518,537518,2,0.897922694683075,334.6497,662.0559000000001,0.0,180.0,9,20.0,1,,42.80974124809741,45.0,0.0,112.0,28126.0,30.53549558021429,0.721752242648965,1.175398441033154
ID536480,536480,2,0.8415110111236572,346.2393,654.8124,0.0,100.0,5,20.0,1,,38.28614916286149,42.0,0.0,105.0,25154.0,30.67885891100536,0.6876224700085934,1.0169678917813936
ID536992,536992,2,0.9155253767967224,343.3419,656.2611,0.0,120.0,6,20.0,1,,41.23135464231355,42.0,0.0,113.0,27089.0,33.12266637188012,0.7335162520536033,1.0534504965401577
ID546721,546721,2,1.2700603008270264,286.8426,673.6455000000001,0.0,860.0,43,20.0,1,,61.047184170471844,56.0,0.0,166.0,40108.0,49.476243641715385,0.5591374534545883,0.8849792598174742
ID546212,546212,2,1.2559616565704346,285.39390000000003,673.6455000000001,0.0,840.0,42,20.0,1,,63.269406392694066,60.0,0.0,182.0,41568.0,47.215504169137866,0.5271358033174757,0.9250899854779843
ID546980,546980,2,1.1173648834228516,286.8426,672.1968,0.0,900.0,45,20.0,1,,56.10654490106545,56.0,0.0,157.0,36862.0,46.30556223926122,0.5092565197364175,0.8176809809259484
ID538297,538297,2,0.8173120021820068,328.85490000000004,666.402,0.0,240.0,12,20.0,1,,42.23135464231355,49.0,0.0,96.0,27746.0,28.895280706286165,0.6397203245136337,1.1404032840038036
ID542014,542014,2,0.9583227634429932,318.714,659.1585,0.0,520.0,26,20.0,1,,45.946727549467276,50.0,0.0,117.0,30187.0,31.911251156963253,0.730497289851727,1.2155936824214688
ID547506,547506,2,1.3324099779129028,285.39390000000003,672.1968,0.0,940.0,47,20.0,1,,61.203957382039576,59.0,0.0,177.0,40211.0,52.93064764316612,0.6020506623146629,0.8690786568051555
ID541749,541749,2,0.9227254390716553,323.06010000000003,662.0559000000001,0.0,480.0,24,20.0,1,,41.308980213089804,42.0,0.0,110.0,27140.0,31.679518394323065,0.7501799593201539,1.1178374368218653
ID538039,538039,2,0.8296858668327332,333.201,664.9533,0.0,200.0,10,20.0,1,,41.10806697108067,45.0,0.0,100.0,27008.0,28.44681942563232,0.692670686186963,1.1827083709246253
ID538551,538551,2,0.8849252462387085,331.75230000000005,662.0559000000001,0.0,260.0,13,20.0,1,,41.9634703196347,46.0,0.0,107.0,27570.0,29.599849705237837,0.7469663839127484,1.2123510576067151
ID542282,542282,2,0.9212777018547058,312.91920000000005,662.0559000000001,0.0,560.0,28,20.0,1,,44.35159817351598,52.0,0.0,107.0,29139.0,33.66875453206922,0.7182704167406962,1.1013077232389956
ID547776,547776,2,1.2495002746582031,285.39390000000003,673.6455000000001,0.0,980.0,49,20.0,1,,57.89802130898021,57.0,0.0,166.0,38039.0,51.5258366316454,0.5805127548180461,0.8254341385728251
ID548038,548038,2,1.32096266746521,286.8426,673.6455000000001,0.0,960.0,48,20.0,1,,59.981735159817354,58.0,0.0,185.0,39408.0,53.75452024132376,0.5957222731389339,0.8331449408781088
ID538823,538823,2,0.9330028891563416,331.75230000000005,662.0559000000001,0.0,280.0,14,20.0,1,,44.112633181126334,45.0,0.0,116.0,28982.0,30.855131237705532,0.6995786307773412,1.1769576969796416
ID539097,539097,2,0.9221854209899902,330.3036,662.0559000000001,0.0,300.0,15,20.0,1,,43.70928462709285,45.0,0.0,116.0,28717.0,28.545360600893154,0.7486711953114814,1.3111462241881413
ID539357,539357,2,1.0726730823516846,330.3036,660.6072,0.0,340.0,17,20.0,1,,48.41095890410959,49.0,0.0,124.0,31806.0,34.28661122052801,0.8228369364326592,1.2747208110530848
ID543069,543069,2,0.8837113976478577,315.8166,657.7098000000001,0.0,580.0,29,20.0,1,,43.15981735159817,44.0,0.0,118.0,28356.0,34.6387326201113,0.6725098535504831,1.0020227161337574
ID543327,543327,2,0.9483837485313416,312.91920000000005,654.8124,0.0,620.0,31,20.0,1,,43.663622526636225,42.0,0.0,123.0,28687.0,37.38414339945424,0.7096530284183326,0.969617412839167
ID542544,542544,2,0.9844229817390442,312.91920000000005,656.2611,0.0,600.0,30,20.0,1,,47.42009132420091,50.0,0.0,130.0,31155.0,38.16815440072392,0.7124784332218089,1.033803107586857
ID542805,542805,2,0.8490203619003296,315.8166,659.1585,0.0,540.0,27,20.0,1,,42.52054794520548,49.0,0.0,105.0,27936.0,31.081226506730925,0.6524740025241363,1.0803370645350274
ID539624,539624,2,1.089540719985962,328.85490000000004,662.0559000000001,0.0,320.0,16,20.0,1,,48.08675799086758,48.0,0.0,130.0,31593.0,35.729933281615835,0.8203767088554009,1.2130406091181996
ID544108,544108,2,0.9963346123695374,311.4705,653.3637,0.0,680.0,34,20.0,1,,48.5662100456621,53.0,0.0,143.0,31908.0,39.46682324416676,0.7133440238438217,1.0246758294020446
ID539886,539886,2,1.0982048511505127,328.85490000000004,662.0559000000001,0.0,380.0,19,20.0,1,,47.1689497716895,50.0,0.0,139.0,30990.0,38.71239809312966,0.8092528914531818,1.0899864815015066
ID543854,543854,2,0.9744756817817688,315.8166,653.3637,0.0,660.0,33,20.0,1,,45.36681887366819,46.0,0.0,148.0,29806.0,39.370670428854126,0.661447225733631,0.9174959614630439
ID548320,548320,2,1.0725468397140503,283.9452,673.6455000000001,0.0,1020.0,51,20.0,1,,54.43226788432268,56.0,0.0,161.0,35762.0,47.137920948454656,0.5146558881770309,0.7847276758361461
ID548580,548580,2,1.2845767736434937,279.5991,672.1968,0.0,1060.0,53,20.0,1,,61.24961948249619,66.0,0.0,165.0,40241.0,51.59588904032072,0.5871106884621603,0.8782760923765474
ID543590,543590,2,0.9388512372970581,315.8166,650.4663,0.0,640.0,32,20.0,1,,44.786910197869105,47.0,0.0,126.0,29425.0,37.24834599838493,0.6399279242677628,0.9383835923881535
ID540153,540153,2,1.0438565015792847,328.85490000000004,662.0559000000001,0.0,360.0,18,20.0,1,,45.531202435312025,46.0,0.0,129.0,29914.0,35.95698671783183,0.8071567598786409,1.1311439772497371
ID544377,544377,2,1.0041130781173706,304.22700000000003,663.5046000000001,0.0,700.0,35,20.0,1,,54.339421613394215,64.0,0.0,130.0,35701.0,36.95377198188776,0.6924097974799324,1.2032168523154796
ID540412,540412,2,1.041952133178711,330.3036,659.1585,0.0,400.0,20,20.0,1,,45.343987823439875,46.0,0.0,125.0,29791.0,34.99813276273323,0.7933877963123916,1.146347106675468
ID544637,544637,2,1.1625052690505981,298.4322,669.2994,0.0,740.0,37,20.0,1,,59.52359208523592,65.0,0.0,153.0,39107.0,40.62949570476595,0.6381308851910332,1.1414026113043612
ID549118,549118,2,1.249469518661499,282.4965,672.1968,0.0,1040.0,52,20.0,1,,60.146118721461185,61.0,0.0,170.0,39516.0,51.52908799363128,0.5679885722059723,0.8456328618782892
ID548849,548849,2,1.1571863889694214,283.9452,672.1968,0.0,1000.0,50,20.0,1,,56.273972602739725,54.0,0.0,171.0,36972.0,50.58186863241428,0.5321474512669452,0.7728124758977728
ID550664,550664,3,1.0079376697540283,347.68800000000005,644.6715,0.0,1180.0,59,20.0,1,,47.275494672754945,53.0,0.0,107.0,31060.0,30.47962972956812,0.7631891231734486,1.3427330069280496
ID535689,535689,3,0.44109633564949036,404.18730000000005,640.3254000000001,0.0,60.0,3,20.0,1,,24.818873668188736,25.0,0.0,69.0,16306.0,17.18778307822382,0.4534561728283333,0.9010016321758576
ID535436,535436,3,0.3768560290336609,407.08470000000005,641.7741000000001,0.0,0.0,0,20.0,1,,21.69558599695586,23.0,0.0,54.0,14254.0,14.761679811347022,0.4259208976340337,0.87800929738647
ID541199,541199,3,0.5226370096206665,382.45680000000004,628.7358,0.0,420.0,21,20.0,1,,27.34094368340944,30.0,0.0,69.0,17963.0,17.5459166178847,0.622724638140727,1.1959655050998437
ID544896,544896,3,0.553327739238739,366.52110000000005,638.8767,0.0,720.0,36,20.0,1,,29.65753424657534,32.0,0.0,75.0,19485.0,18.678356834388378,0.5910266009719233,1.179657560575871
ID549377,549377,3,1.0083270072937012,350.58540000000005,640.3254000000001,0.0,1080.0,54,20.0,1,,45.888888888888886,48.0,0.0,100.0,30149.0,29.5606262333232,0.8454755095131539,1.422383329034992
ID540674,540674,3,0.5572154521942139,381.0081,630.1845000000001,0.0,440.0,22,20.0,1,,28.634703196347033,30.0,0.0,71.0,18813.0,18.333559490955913,0.6467102831772936,1.22678500377973
ID545411,545411,3,0.6466255784034729,363.62370000000004,634.5306,0.0,780.0,39,20.0,1,,32.919330289193304,35.0,0.0,74.0,21628.0,19.18001709197268,0.6883057918320354,1.399465868047589
ID545668,545668,3,0.6374256610870361,362.175,631.6332,0.0,820.0,41,20.0,1,,32.76864535768645,34.0,0.0,79.0,21529.0,21.78647887404525,0.6090719405877,1.138661323443331
ID550404,550404,3,0.9041255712509155,350.58540000000005,643.2228,0.0,1120.0,56,20.0,1,,42.797564687975644,49.0,0.0,91.0,28118.0,27.455065175961817,0.7804456237850381,1.366597144355643
ID540933,540933,3,0.5785844922065735,381.0081,630.1845000000001,0.0,460.0,23,20.0,1,,28.84931506849315,29.0,0.0,73.0,18954.0,17.98492263996484,0.6854938042863767,1.3047680144613012
ID546202,546202,3,0.7318719029426575,362.175,631.6332,0.0,840.0,42,20.0,1,,36.09132420091324,36.0,0.0,90.0,23712.0,23.845556181724284,0.6333179210996607,1.1737521644370887
ID546970,546970,3,0.7203567624092102,360.72630000000004,631.6332,0.0,900.0,45,20.0,1,,35.58751902587519,37.0,0.0,82.0,23381.0,22.32654064468016,0.6939536438971938,1.3059760422888476
ID536476,536476,3,0.5274256467819214,399.8412,641.7741000000001,0.0,100.0,5,20.0,1,,27.572298325722983,30.0,0.0,66.0,18115.0,16.594923547428962,0.6221505092001236,1.2744770583416078
