TrackID,Frame,T,X,Y,Movie
0,0,0,115.12323232323233,357.189898989899,mid_3
1,0,0,290.1868327402135,356.84875444839855,mid_3
2,0,0,341.3374613003096,351.5077399380805,mid_3
3,0,0,173.43065693430657,347.6861313868613,mid_3
4,0,0,251.68740740740742,340.7792592592593,mid_3
5,0,0,365.8452380952381,322.0238095238095,mid_3
6,0,0,251.76576576576576,319.59159159159157,mid_3
7,0,0,385.63178294573646,411.6860465116279,mid_3
8,0,0,360.39240506329116,412.41350210970467,mid_3
9,0,0,335.18333333333334,417.7733333333333,mid_3
10,0,0,193.61300309597524,424.015479876161,mid_3
11,0,0,466.9361179361179,422.002457002457,mid_3
12,0,0,337.46785714285716,431.5107142857143,mid_3
13,0,0,248.92808219178082,441.8082191780822,mid_3
14,0,0,278.0506072874494,446.30161943319837,mid_3
15,0,0,163.4090909090909,453.4191919191919,mid_3
16,0,0,322.4643628509719,453.5939524838013,mid_3
17,0,0,117.79390420899855,465.86647314949204,mid_3
18,0,0,194.2439393939394,470.91515151515154,mid_3
19,0,0,401.80385852090035,483.85852090032154,mid_3
20,0,0,169.29588014981275,171.81647940074907,mid_3
21,0,0,377.44897959183675,354.3520408163265,mid_3
22,0,0,212.3984375,370.4127604166667,mid_3
23,0,0,405.8675373134328,376.57089552238807,mid_3
24,0,0,366.5,372.7183908045977,mid_3
25,0,0,251.04041916167665,386.9580838323353,mid_3
26,0,0,129.29272151898735,400.1487341772152,mid_3
27,0,0,161.91228070175438,412.02923976608184,mid_3
28,0,0,174.6375,506.8875,mid_3
29,0,0,224.771484375,517.591796875,mid_3
30,0,0,126.96793002915452,515.5102040816327,mid_3
31,0,0,381.18013856812934,520.8475750577368,mid_3
32,0,0,167.8259109311741,525.2267206477733,mid_3
33,0,0,326.44849785407723,531.0987124463519,mid_3
34,0,0,245.85172981878088,552.0313014827018,mid_3
35,0,0,111.606,551.962,mid_3
36,0,0,185.62845849802372,549.5177865612649,mid_3
37,0,0,215.45631067961165,551.7742718446602,mid_3
38,0,0,135.58797327394208,561.7527839643652,mid_3
39,0,0,366.34335839599,563.2681704260651,mid_3
40,0,0,194.28046421663444,567.5261121856867,mid_3
41,0,0,286.1789264413519,575.2644135188867,mid_3
42,0,0,252.73740053050398,576.0053050397878,mid_3
43,0,0,159.61702127659575,581.5195035460993,mid_3
44,0,0,113.24048096192385,588.4569138276553,mid_3
45,0,0,328.9054054054054,592.5990990990991,mid_3
46,0,0,223.30645161290323,595.8870967741935,mid_3
47,0,0,148.6530612244898,597.795918367347,mid_3
48,0,0,212.39890710382514,3.5027322404371586,mid_3
49,0,0,164.75757575757575,11.573232323232324,mid_3
50,0,0,184.6235294117647,5.541176470588235,mid_3
51,0,0,222.12845849802372,21.438735177865613,mid_3
52,0,0,119.26774847870182,45.74442190669371,mid_3
53,0,0,178.37367624810892,50.895612708018156,mid_3
54,0,0,218.5923913043478,52.858695652173914,mid_3
55,0,0,287.80073800738006,52.452029520295206,mid_3
56,0,0,300.6321070234114,74.37123745819397,mid_3
57,0,0,188.58989898989898,82.61616161616162,mid_3
58,0,0,256.01114206128136,85.19220055710306,mid_3
59,0,0,221.15964523281596,92.36585365853658,mid_3
60,0,0,159.882703777336,94.49701789264414,mid_3
61,0,0,334.6725978647687,93.22064056939502,mid_3
62,0,0,112.32156862745099,95.87058823529412,mid_3
63,0,0,393.47669491525426,102.12711864406779,mid_3
64,0,0,311.03194888178916,113.38977635782747,mid_3
65,0,0,212.2686230248307,117.41986455981942,mid_3
66,0,0,275.54988399071925,125.06728538283063,mid_3
67,0,0,335.0,131.77987421383648,mid_3
68,0,0,109.28907922912205,154.27837259100642,mid_3
69,0,0,329.9688796680498,158.29253112033194,mid_3
70,0,0,262.6854961832061,181.96030534351146,mid_3
71,0,0,410.0057361376673,171.5793499043977,mid_3
72,0,0,334.656015037594,488.3063909774436,mid_3
73,0,0,196.4862385321101,495.77614678899084,mid_3
74,0,0,258.7018970189702,497.8211382113821,mid_3
75,0,0,286.0057471264368,500.35057471264366,mid_3
76,0,0,359.3707386363636,513.1647727272727,mid_3
77,0,0,166.72093023255815,321.2046511627907,mid_3
78,0,0,305.85260770975054,173.77551020408163,mid_3
79,0,0,386.2647058823529,177.45294117647057,mid_3
80,0,0,346.6702702702703,178.88378378378377,mid_3
81,0,0,391.2079772079772,203.13390313390315,mid_3
82,0,0,348.8348134991119,210.74067495559504,mid_3
83,0,0,136.07573149741825,217.07573149741825,mid_3
84,0,0,306.82084690553745,228.34527687296418,mid_3
85,0,0,354.29273504273505,236.95726495726495,mid_3
86,0,0,209.22781065088756,233.52366863905326,mid_3
87,0,0,142.6752688172043,248.46881720430108,mid_3
88,0,0,416.7154929577465,249.52957746478873,mid_3
89,0,0,333.20353982300884,252.7669616519174,mid_3
90,0,0,272.4842105263158,254.79473684210527,mid_3
91,0,0,453.01960784313724,267.1732026143791,mid_3
92,0,0,270.75,267.8007246376812,mid_3
93,0,0,224.21514629948365,275.5611015490534,mid_3
94,0,0,138.31578947368422,280.6390977443609,mid_3
95,0,0,171.40804597701148,276.7931034482759,mid_3
96,0,0,338.3471074380165,273.8512396694215,mid_3
97,0,0,393.3333333333333,294.72607260726073,mid_3
98,0,0,213.89792060491493,302.0283553875236,mid_3
99,0,0,327.5420054200542,304.81029810298105,mid_3
100,0,0,295.43707093821513,309.70480549199084,mid_3
101,0,0,349.2277992277992,306.4092664092664,mid_3
4,1,1,252.28293413173654,342.3488023952096,mid_3
3,1,1,172.51507537688443,348.3065326633166,mid_3
2,1,1,341.95098039215685,350.73856209150324,mid_3
0,1,1,114.3273381294964,356.1456834532374,mid_3
1,1,1,292.36438923395445,359.2857142857143,mid_3
21,1,1,380.8187134502924,352.82456140350877,mid_3
22,1,1,211.85648854961832,370.3007633587786,mid_3
23,1,1,404.91389432485323,375.36986301369865,mid_3
37,1,1,214.7832512315271,551.64039408867,mid_3
38,1,1,134.6917808219178,561.1506849315068,mid_3
39,1,1,365.5511811023622,563.9580052493438,mid_3
40,1,1,193.90138067061145,567.2130177514792,mid_3
41,1,1,286.51255230125525,575.1004184100418,mid_3
42,1,1,252.07178217821783,576.3811881188119,mid_3
43,1,1,160.1465076660988,582.1499148211244,mid_3
44,1,1,113.43873517786561,587.9723320158103,mid_3
29,1,1,225.81947261663285,517.2596348884381,mid_3
30,1,1,126.85672514619883,516.3304093567251,mid_3
31,1,1,380.7692307692308,520.9879807692307,mid_3
32,1,1,167.99528301886792,525.9716981132076,mid_3
33,1,1,327.1503267973856,530.6230936819172,mid_3
34,1,1,244.8502581755594,552.3493975903615,mid_3
35,1,1,111.94303797468355,551.6286919831224,mid_3
36,1,1,185.69803921568626,549.5450980392156,mid_3
18,1,1,193.23831070889895,470.88386123680243,mid_3
72,1,1,333.7570621468927,487.0433145009416,mid_3
73,1,1,194.87887323943661,490.0760563380282,mid_3
74,1,1,258.94444444444446,496.95061728395063,mid_3
75,1,1,287.50359712230215,500.23741007194246,mid_3
76,1,1,359.79971590909093,512.2869318181819,mid_3
102,1,1,199.1157894736842,501.9315789473684,mid_3
28,1,1,174.24848484848485,507.2151515151515,mid_3
12,1,1,337.38490566037734,431.3622641509434,mid_3
13,1,1,246.72429906542055,444.8878504672897,mid_3
14,1,1,276.92906178489704,446.32265446224255,mid_3
103,1,1,256.3686868686869,446.7676767676768,mid_3
15,1,1,163.37585034013605,453.421768707483,mid_3
16,1,1,322.1645885286783,454.1022443890274,mid_3
17,1,1,118.2325925925926,466.02814814814815,mid_3
71,1,1,410.99529411764706,172.75058823529412,mid_3
79,1,1,385.646017699115,176.047197640118,mid_3
80,1,1,346.74418604651163,179.38538205980066,mid_3
105,1,1,247.422,188.012,mid_3
82,1,1,348.57347972972974,211.53378378378378,mid_3
81,1,1,391.97712418300654,204.5032679738562,mid_3
83,1,1,136.0,216.9203539823009,mid_3
104,1,1,110.60655737704919,211.7934426229508,mid_3
65,1,1,211.60324825986078,117.90023201856148,mid_3
66,1,1,274.72,125.67058823529412,mid_3
67,1,1,335.3434650455927,131.92401215805472,mid_3
68,1,1,107.57303370786516,156.3370786516854,mid_3
69,1,1,327.9265033407572,157.89977728285078,mid_3
70,1,1,268.92904953145916,179.5087014725569,mid_3
20,1,1,171.12995594713655,175.00440528634363,mid_3
78,1,1,302.83073496659244,175.0400890868597,mid_3
62,1,1,111.29223744292237,96.09132420091325,mid_3
63,1,1,394.9403341288783,101.98329355608593,mid_3
64,1,1,309.73941368078175,113.57980456026058,mid_3
87,1,1,140.77385892116183,250.1078838174274,mid_3
85,1,1,354.030303030303,237.52617079889808,mid_3
88,1,1,417.15774647887326,249.67323943661972,mid_3
106,1,1,299.7245901639344,252.7344262295082,mid_3
90,1,1,270.5360824742268,260.31134020618555,mid_3
89,1,1,333.58490566037733,253.48427672955975,mid_3
84,1,1,306.5656565656566,228.06060606060606,mid_3
86,1,1,212.23611111111111,233.41435185185185,mid_3
9,1,1,335.1474358974359,417.44871794871796,mid_3
8,1,1,359.3215859030837,412.55066079295153,mid_3
27,1,1,160.79289940828403,412.50493096646943,mid_3
7,1,1,387.0673758865248,410.3510638297872,mid_3
26,1,1,128.446227929374,399.7672552166934,mid_3
45,1,1,327.37089201877933,592.5633802816901,mid_3
61,1,1,334.19924812030075,93.10902255639098,mid_3
46,1,1,222.056,595.92,mid_3
60,1,1,159.3996138996139,94.75289575289575,mid_3
59,1,1,220.88111888111888,92.21212121212122,mid_3
54,1,1,217.50873786407766,52.94174757281554,mid_3
53,1,1,178.05166666666668,50.57333333333333,mid_3
57,1,1,189.626,83.524,mid_3
55,1,1,287.46869070208726,52.512333965844405,mid_3
99,1,1,327.796875,304.59375,mid_3
100,1,1,291.56907216494847,307.4185567010309,mid_3
101,1,1,349.0695970695971,306.7106227106227,mid_3
77,1,1,165.58483033932137,319.7125748502994,mid_3
6,1,1,252.2018927444795,319.3958990536278,mid_3
5,1,1,366.0097402597403,321.05194805194805,mid_3
93,1,1,223.5376712328767,275.55308219178085,mid_3
95,1,1,173.13297872340425,275.8776595744681,mid_3
94,1,1,137.35270541082164,281.3707414829659,mid_3
52,1,1,118.5103305785124,44.828512396694215,mid_3
48,1,1,215.79365079365078,3.238095238095238,mid_3
50,1,1,183.16346153846155,5.076923076923077,mid_3
97,1,1,393.1021276595745,293.5404255319149,mid_3
98,1,1,212.68576709796673,302.64879852125694,mid_3
51,1,1,221.98901098901098,21.93846153846154,mid_3
25,1,1,250.19791666666666,386.9449404761905,mid_3
11,1,1,466.9279778393352,422.61495844875344,mid_3
10,1,1,193.17741935483872,423.98548387096776,mid_3
49,1,1,165.216,12.058666666666667,mid_3
45,2,2,327.2088888888889,592.8,mid_3
41,2,2,287.3284210526316,575.4947368421052,mid_3
40,2,2,192.62090163934425,567.0409836065573,mid_3
43,2,2,159.55296229802514,582.1077199281867,mid_3
44,2,2,112.14450867052022,587.6608863198459,mid_3
46,2,2,221.31666666666666,596.0833333333334,mid_3
47,2,2,150.8360655737705,597.4590163934427,mid_3
33,2,2,327.5883620689655,529.448275862069,mid_3
32,2,2,167.19026548672565,524.8407079646017,mid_3
34,2,2,242.37758620689655,551.8965517241379,mid_3
35,2,2,111.14747474747475,552.8464646464646,mid_3
36,2,2,183.4136690647482,549.0467625899281,mid_3
42,2,2,249.14285714285714,576.3214285714286,mid_3
30,2,2,126.8,515.878125,mid_3
31,2,2,380.50359712230215,520.8369304556355,mid_3
14,2,2,275.812351543943,446.646080760095,mid_3
15,2,2,163.44901315789474,453.08223684210526,mid_3
17,2,2,118.07541478129714,465.71794871794873,mid_3
16,2,2,324.23218997361477,456.3588390501319,mid_3
18,2,2,193.3447204968944,471.09316770186336,mid_3
72,2,2,333.0058939096267,488.4106090373281,mid_3
38,2,2,133.2063829787234,560.7489361702128,mid_3
39,2,2,364.88493150684934,565.0356164383562,mid_3
74,2,2,258.78248587570624,497.19209039548025,mid_3
102,2,2,199.9608695652174,501.0869565217391,mid_3
75,2,2,286.8453608247423,500.20962199312714,mid_3
76,2,2,359.0785498489426,512.5181268882175,mid_3
28,2,2,175.49003984063745,506.73306772908364,mid_3
37,2,2,214.3609022556391,551.8045112781955,mid_3
93,2,2,223.88682432432432,276.9239864864865,mid_3
91,2,2,452.68951612903226,267.3306451612903,mid_3
92,2,2,270.3137254901961,264.9764705882353,mid_3
106,2,2,300.1021897810219,254.1021897810219,mid_3
89,2,2,333.70676691729324,254.15413533834587,mid_3
88,2,2,416.9736842105263,250.01169590643275,mid_3
5,2,2,366.6759259259259,320.5833333333333,mid_3
6,2,2,250.9563182527301,319.9687987519501,mid_3
77,2,2,164.46615087040618,319.7388781431335,mid_3
101,2,2,350.09090909090907,306.16,mid_3
99,2,2,327.0625,304.5130208333333,mid_3
100,2,2,293.4350515463918,308.1979381443299,mid_3
98,2,2,208.04393939393938,304.5742424242424,mid_3
97,2,2,394.22966507177034,294.2488038277512,mid_3
23,2,2,404.81538461538463,377.1576923076923,mid_3
22,2,2,212.7822822822823,369.0855855855856,mid_3
21,2,2,382.26271186440675,353.79661016949154,mid_3
1,2,2,293.3632075471698,357.9858490566038,mid_3
0,2,2,115.71985815602837,356.4769503546099,mid_3
2,2,2,344.2770700636943,349.46178343949043,mid_3
3,2,2,171.60859728506787,350.14932126696834,mid_3
4,2,2,251.6838124054463,342.089258698941,mid_3
11,2,2,467.4375,422.96022727272725,mid_3
13,2,2,248.53663366336633,446.13861386138615,mid_3
19,2,2,405.6818181818182,485.12587412587413,mid_3
73,2,2,194.16871165644173,490.180981595092,mid_3
25,2,2,250.0739064856712,387.01960784313724,mid_3
26,2,2,127.47067901234568,400.0524691358025,mid_3
27,2,2,161.30390143737165,414.0451745379877,mid_3
7,2,2,386.6639344262295,410.1475409836066,mid_3
9,2,2,336.1621621621622,423.8885135135135,mid_3
10,2,2,192.63531353135315,423.8910891089109,mid_3
29,2,2,225.14658634538154,516.4317269076305,mid_3
84,2,2,306.18941979522185,227.0665529010239,mid_3
104,2,2,109.8132530120482,214.74096385542168,mid_3
69,2,2,324.993006993007,158.17715617715618,mid_3
20,2,2,171.66143497757847,176.81390134529147,mid_3
78,2,2,299.832298136646,175.63768115942028,mid_3
70,2,2,259.85091420534457,181.39240506329114,mid_3
71,2,2,409.1487414187643,172.56521739130434,mid_3
86,2,2,211.37882352941176,233.27764705882353,mid_3
60,2,2,158.75706214689265,95.3427495291902,mid_3
61,2,2,333.69260700389106,93.04669260700389,mid_3
63,2,2,395.0,102.08101851851852,mid_3
64,2,2,308.5290322580645,113.1,mid_3
65,2,2,209.22931442080377,118.12056737588652,mid_3
79,2,2,385.4341085271318,174.96899224806202,mid_3
80,2,2,348.41389728096675,179.74622356495468,mid_3
67,2,2,334.53735632183907,131.8448275862069,mid_3
66,2,2,272.2634032634033,126.3892773892774,mid_3
68,2,2,106.64088397790056,157.62983425414365,mid_3
53,2,2,177.42387543252596,50.89965397923876,mid_3
107,2,2,259.69140625,63.234375,mid_3
56,2,2,300.6457564575646,72.91143911439114,mid_3
54,2,2,217.6119691119691,53.25675675675676,mid_3
55,2,2,286.32270168855536,52.60412757973734,mid_3
82,2,2,340.3636363636364,210.54405594405594,mid_3
94,2,2,136.71676300578034,281.9518304431599,mid_3
81,2,2,395.0372881355932,204.50169491525423,mid_3
108,2,2,359.5720620842572,210.21064301552107,mid_3
83,2,2,135.50277264325322,216.44916820702403,mid_3
95,2,2,170.3412462908012,278.8100890207715,mid_3
87,2,2,139.1055900621118,250.68944099378882,mid_3
85,2,2,353.6417233560091,236.30385487528343,mid_3
51,2,2,221.59628770301623,21.617169373549885,mid_3
49,2,2,164.5099502487562,13.539800995024876,mid_3
109,2,2,117.93333333333334,4.614814814814815,mid_3
110,2,2,285.06779661016947,2.2542372881355934,mid_3
48,2,2,216.54601226993864,3.6932515337423313,mid_3
59,2,2,221.19036697247705,91.79357798165138,mid_3
58,2,2,255.76485788113695,85.11369509043928,mid_3
57,2,2,189.91144708423326,84.26781857451404,mid_3
52,2,2,117.25562372188139,42.84662576687116,mid_3
31,3,3,380.31807228915665,520.8602409638554,mid_3
33,3,3,328.125,529.86875,mid_3
32,3,3,169.55438596491229,525.480701754386,mid_3
30,3,3,124.432,513.7413333333334,mid_3
34,3,3,242.19210977701545,551.0051457975986,mid_3
29,3,3,225.45785440613028,516.4425287356322,mid_3
28,3,3,173.6816479400749,504.91011235955057,mid_3
76,3,3,359.6057971014493,512.2333333333333,mid_3
42,3,3,250.24120603015075,576.4020100502513,mid_3
41,3,3,286.76359832635984,574.4728033472803,mid_3
40,3,3,194.974609375,568.390625,mid_3
46,3,3,221.3768115942029,596.036231884058,mid_3
43,3,3,159.58506944444446,582.3072916666666,mid_3
45,3,3,327.43612334801765,593.3348017621146,mid_3
44,3,3,111.05667276051189,587.1517367458866,mid_3
47,3,3,148.6067415730337,597.1910112359551,mid_3
38,3,3,132.8458244111349,560.8929336188437,mid_3
37,3,3,214.69230769230768,552.7855477855478,mid_3
36,3,3,182.48675496688742,549.864238410596,mid_3
39,3,3,362.83023872679047,564.5437665782493,mid_3
35,3,3,110.46558704453442,553.5748987854251,mid_3
86,3,3,212.28476821192052,232.3289183222958,mid_3
84,3,3,305.43950177935943,227.09964412811388,mid_3
83,3,3,134.05420560747663,215.8747663551402,mid_3
100,3,3,294.35777777777776,310.73555555555555,mid_3
99,3,3,325.92894736842106,305.3263157894737,mid_3
98,3,3,207.18284789644014,305.457928802589,mid_3
97,3,3,394.27477477477476,291.51801801801804,mid_3
95,3,3,168.46401985111663,284.14640198511165,mid_3
94,3,3,133.71914132379248,283.2432915921288,mid_3
93,3,3,224.68551236749116,278.10070671378094,mid_3
91,3,3,452.8273615635179,267.9087947882736,mid_3
21,3,3,381.51851851851853,350.97119341563786,mid_3
2,3,3,343.59615384615387,348.6185897435897,mid_3
3,3,3,171.4688888888889,351.65777777777777,mid_3
4,3,3,251.80743243243242,341.7989864864865,mid_3
5,3,3,365.89164086687305,319.8885448916409,mid_3
6,3,3,250.9927536231884,320.0108695652174,mid_3
77,3,3,163.30326295585414,320.4856046065259,mid_3
101,3,3,348.82474226804123,306.6323024054983,mid_3
27,3,3,161.9831223628692,415.542194092827,mid_3
7,3,3,387.09178743961354,410.2657004830918,mid_3
26,3,3,126.42484662576688,401.00306748466255,mid_3
25,3,3,250.59810126582278,386.8243670886076,mid_3
23,3,3,405.18279569892474,376.81935483870967,mid_3
22,3,3,213.0595238095238,369.45089285714283,mid_3
0,3,3,112.67432950191571,356.9942528735632,mid_3
109,3,3,120.59009009009009,4.738738738738738,mid_3
54,3,3,214.98031496062993,52.55905511811024,mid_3
53,3,3,176.08762886597938,50.934707903780065,mid_3
52,3,3,115.22431865828092,43.278825995807125,mid_3
51,3,3,220.36159600997507,21.99002493765586,mid_3
49,3,3,162.94845360824743,14.850515463917526,mid_3
111,3,3,242.03428571428572,7.102857142857143,mid_3
110,3,3,283.55645161290323,3.314516129032258,mid_3
48,3,3,215.4258064516129,3.8645161290322583,mid_3
63,3,3,394.5990099009901,98.76237623762377,mid_3
61,3,3,332.8008658008658,92.81385281385282,mid_3
60,3,3,158.3697318007663,95.11494252873563,mid_3
112,3,3,343.62595419847327,88.6030534351145,mid_3
59,3,3,219.91685912240186,93.02078521939954,mid_3
57,3,3,190.8991769547325,85.3127572016461,mid_3
58,3,3,254.70977011494253,84.98850574712644,mid_3
55,3,3,285.75425330812857,53.054820415879014,mid_3
113,3,3,401.94505494505495,169.97252747252747,mid_3
70,3,3,264.46238938053096,177.83185840707964,mid_3
69,3,3,325.0987012987013,157.84155844155845,mid_3
68,3,3,106.69708737864077,158.04077669902912,mid_3
67,3,3,334.48376623376623,132.36688311688312,mid_3
66,3,3,271.20412844036696,127.18807339449542,mid_3
65,3,3,208.1602870813397,118.2511961722488,mid_3
64,3,3,308.59574468085106,112.09929078014184,mid_3
81,3,3,396.82745098039214,205.38823529411764,mid_3
82,3,3,347.2128583840139,210.0,mid_3
105,3,3,253.44257703081232,193.50140056022408,mid_3
80,3,3,348.0064516129032,180.41290322580645,mid_3
71,3,3,414.792,175.304,mid_3
79,3,3,385.55357142857144,175.09821428571428,mid_3
78,3,3,299.97402597402595,176.04545454545453,mid_3
20,3,3,171.66822429906543,177.26869158878506,mid_3
90,3,3,269.922305764411,261.4010025062657,mid_3
89,3,3,334.3059701492537,253.4365671641791,mid_3
88,3,3,416.9496402877698,250.8525179856115,mid_3
87,3,3,133.46271510516252,249.5755258126195,mid_3
85,3,3,351.30582524271847,234.60194174757282,mid_3
9,3,3,335.5141065830721,417.91849529780563,mid_3
10,3,3,192.51026856240125,423.23222748815164,mid_3
8,3,3,358.34054054054053,413.05945945945945,mid_3
75,3,3,286.8888888888889,500.019943019943,mid_3
74,3,3,258.545197740113,496.7994350282486,mid_3
73,3,3,197.22398589065256,495.0687830687831,mid_3
72,3,3,332.6175824175824,489.2967032967033,mid_3
19,3,3,405.0753968253968,484.28968253968253,mid_3
18,3,3,193.38985736925514,470.52773375594296,mid_3
16,3,3,325.0448548812665,457.76253298153034,mid_3
17,3,3,117.58692421991084,464.81426448737,mid_3
15,3,3,162.11822660098522,452.51231527093597,mid_3
13,3,3,247.52320675105486,449.23628691983123,mid_3
14,3,3,275.19036144578314,445.85060240963855,mid_3
12,3,3,336.32669322709165,431.77290836653384,mid_3
11,3,3,468.265306122449,422.94169096209913,mid_3
1,3,3,294.8538283062645,357.67285382830624,mid_3
10,4,4,192.95099818511795,423.31215970961887,mid_3
27,4,4,161.6830835117773,417.6017130620985,mid_3
6,4,4,248.67495219885276,320.76290630975143,mid_3
5,4,4,366.5858895705521,319.8282208588957,mid_3
4,4,4,251.8676207513417,343.13059033989265,mid_3
71,4,4,416.030303030303,174.64069264069263,mid_3
78,4,4,306.311320754717,175.56603773584905,mid_3
114,4,4,291.97233201581025,178.8181818181818,mid_3
80,4,4,349.05555555555554,180.27124183006535,mid_3
9,4,4,334.9590643274854,417.8421052631579,mid_3
22,4,4,210.44057971014493,371.28840579710146,mid_3
23,4,4,405.422,376.614,mid_3
25,4,4,250.18167701863354,387.222049689441,mid_3
26,4,4,127.00631911532385,400.695102685624,mid_3
7,4,4,386.9095744680851,409.8404255319149,mid_3
108,4,4,358.19838056680163,208.11336032388664,mid_3
83,4,4,131.59386973180077,214.32183908045977,mid_3
81,4,4,397.7411003236246,206.16181229773463,mid_3
113,4,4,401.95979899497485,169.81909547738692,mid_3
79,4,4,385.7080924855491,174.22543352601156,mid_3
20,4,4,170.25277161862527,178.52549889135256,mid_3
104,4,4,104.36595744680851,218.5255319148936,mid_3
84,4,4,305.28,227.19478260869565,mid_3
